数据生成时间：2020-12-31 14:51
数据生成条件：
1. 时间范围：20201228至20201230
2. 时间单位：分日
3. 推广设备：计算机，移动设备

日期,账户,推广计划,推广计划ID,展现,点击,消费,点击率,平均点击价格,网页转化,商桥转化
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-海洋",132153626,1120,38,7.05,3.39%,0.19,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-科幻",132153627,2819,52,10.89,1.84%,0.21,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-竞品软件",132342399,26732,3522,916.68,13.18%,0.26,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-紫罗兰永恒花园",132353116,297,11,1.88,3.70%,0.17,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-蜘蛛侠壁纸",132353117,235,5,1.29,2.13%,0.26,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-七龙珠壁纸",132353118,733,65,11.70,8.87%,0.18,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-龙猫壁纸",132353119,3248,123,21.94,3.79%,0.18,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-路人女主养成方法",132367129,357,15,3.03,4.20%,0.20,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-进击的巨人",132367130,1133,61,10.70,5.38%,0.18,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-愤怒的小鸟",132371899,126,7,1.44,5.56%,0.21,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-小黄人",132371900,565,41,7.02,7.26%,0.17,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-搞怪搞笑",132371901,440,28,5.24,6.36%,0.19,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-高达壁纸",132377557,4121,96,19.82,2.33%,0.21,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-02壁纸",132377559,861,110,21.34,12.78%,0.19,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-洛天依壁纸",132377561,92,4,0.65,4.35%,0.16,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-夏目友人帐",132407137,1007,38,7.86,3.77%,0.21,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-樱花",132407139,295,7,1.18,2.37%,0.17,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-黑色壁纸",132407140,3017,181,31.46,6.00%,0.17,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-梅西壁纸",132407142,296,6,0.88,2.03%,0.15,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-欧美壁纸",132407143,247,7,1.23,2.83%,0.18,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-詹姆斯壁纸",132407144,968,41,8.98,4.24%,0.22,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-C罗壁纸",132425478,412,16,3.31,3.88%,0.21,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-DNF壁纸",132425479,982,94,19.44,9.57%,0.21,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-乔丹壁纸",132425481,157,4,0.66,2.55%,0.17,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-天行九歌壁纸",132425482,371,38,7.17,10.24%,0.19,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-温馨壁纸",132425483,249,1,0.15,0.40%,0.15,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-阿丽塔壁纸",132425484,91,5,0.91,5.49%,0.18,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-斗罗大陆",132425485,2433,87,23.89,3.58%,0.27,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-锦鲤壁纸",132425487,129,3,0.47,2.33%,0.16,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-小林家的龙女仆",132425488,82,3,0.69,3.66%,0.23,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-一拳超人壁纸",132425489,327,19,4.02,5.81%,0.21,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-行业词",132517086,692197,16875,5135.48,2.44%,0.30,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","行业定投-壁纸",132678735,49418,3934,1196.71,7.96%,0.30,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-ins风",133003619,8304,683,124.01,8.22%,0.18,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-EVA",133160383,781,57,10.77,7.30%,0.19,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-最终幻想",133160384,148,1,0.27,0.68%,0.27,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-千与千寻",133160385,611,23,4.32,3.76%,0.19,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-魔兽世界",133160386,1650,78,15.21,4.73%,0.20,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-布朗熊",133269925,706,26,4.44,3.68%,0.17,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-灵魂莲华",133269926,110,8,1.60,7.27%,0.20,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-魔道祖师",133269929,720,12,2.31,1.67%,0.19,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-百变小樱",133358221,395,9,1.80,2.28%,0.20,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-梦幻",133373526,161,10,2.03,6.21%,0.20,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-日系",133740015,215,9,2.03,4.19%,0.23,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-桌面整理",133922163,13297,623,148.12,4.69%,0.24,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-一人之下壁纸",133929555,70,1,0.15,1.43%,0.15,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-美少女战士",134212266,2200,54,10.36,2.45%,0.19,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-灌篮高手",134212267,846,56,10.56,6.62%,0.19,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-锁屏壁纸",134442899,12352,304,67.73,2.46%,0.22,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-hellokitty",134712589,393,27,4.54,6.87%,0.17,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-假面骑士",134746341,824,38,8.14,4.61%,0.21,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-音乐壁纸",134746343,344,6,1.29,1.74%,0.21,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-粉色壁纸",135214862,1978,95,16.44,4.80%,0.17,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-电影壁纸",135214863,65,2,0.30,3.08%,0.15,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-下雨壁纸",135214864,190,3,0.72,1.58%,0.24,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-秒速五厘米",135214865,157,1,0.15,0.64%,0.15,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-KDA壁纸",135289321,1872,294,62.67,15.71%,0.21,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-灵笼",135289322,81,11,2.11,13.58%,0.19,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-赛博朋克",135289325,2447,181,40.52,7.40%,0.22,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-像素风壁纸",135289326,112,1,0.15,0.89%,0.15,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-原神壁纸",135289327,1789,69,12.86,3.86%,0.19,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-小丑壁纸",135328211,588,14,3.44,2.38%,0.25,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","公司软件-壁纸软件1",136184469,1535,60,17.97,3.91%,0.30,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-你的名字IP",136406975,1914,2,0.44,0.10%,0.22,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-初音未来IP",136406977,2436,85,15.39,3.49%,0.18,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-鬼灭之刃IP",136600199,18459,190,41.84,1.03%,0.22,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-天气之子IP",136600202,1746,14,2.56,0.80%,0.18,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-鼠标",136872189,3137,388,74.96,12.37%,0.19,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-屏保",137317144,6938,204,41.19,2.94%,0.20,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-动态壁纸制作",137638380,1190,72,16.30,6.05%,0.23,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-时钟",137638381,11225,415,89.93,3.70%,0.22,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-musedash的壁纸",139148762,720,196,33.82,27.22%,0.17,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-天官赐福壁纸",140835973,1756,38,6.90,2.16%,0.18,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-塞尔达传说",132367128,306,12,2.58,3.92%,0.21,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-埃罗芒阿老师",132367131,43,0,0.00,0.00%,0.00,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-小埋壁纸",132407138,221,5,0.80,2.26%,0.16,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-咱们裸熊",133478740,131,2,0.55,1.53%,0.28,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-只狼壁纸",133922827,263,12,2.94,4.56%,0.24,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-蕾姆壁纸",132153628,278,11,2.53,3.96%,0.23,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-冰雪奇缘壁纸",132353120,235,4,0.60,1.70%,0.15,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-变形金刚",131764539,498,18,2.76,3.61%,0.15,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-大鱼海棠",134746340,306,15,2.47,4.90%,0.16,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-哪吒壁纸",132425480,101,2,0.30,1.98%,0.15,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-黑岩射手",133269927,40,3,0.95,7.50%,0.32,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-魔法少女小圆",132152008,42,1,0.27,2.38%,0.27,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-公主连结壁纸",132377556,33,2,0.49,6.06%,0.24,0,0
"2020-12-29","baidu-4重庆天极B20KA03223","壁纸-蒲公英壁纸",135289324,262,1,0.19,0.38%,0.19,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","公司软件-动态壁纸1",129556498,28496,1956,739.03,6.86%,0.38,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","公司软件-桌面壁纸4",129899372,167770,7558,2095.45,4.50%,0.28,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","公司软件-电脑壁纸3",130082123,127496,6946,1984.97,5.45%,0.29,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","公司软件-高清壁纸5",130082124,101148,3203,754.07,3.17%,0.24,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","公司软件-动态桌面8",130507724,4855,336,105.38,6.92%,0.31,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","公司软件-电脑桌面壁纸10",130507725,50419,1503,378.44,2.98%,0.25,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","公司软件-电脑桌面9",130507726,112965,3184,942.33,2.82%,0.30,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","公司软件-壁纸软件7",130507727,18754,1309,536.22,6.98%,0.41,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","公司软件-壁纸-可爱",131435942,6767,446,85.25,6.59%,0.19,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","公司软件-壁纸-动漫",131435943,44986,904,215.34,2.01%,0.24,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","公司软件-壁纸-英雄联盟",131435944,7840,487,113.71,6.21%,0.23,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","公司软件-壁纸-美女",131584460,15103,863,184.65,5.71%,0.21,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","公司软件-壁纸-风景",131584461,7923,272,50.85,3.43%,0.19,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","公司软件-壁纸-明星",131585678,30330,877,150.88,2.89%,0.17,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","公司软件-壁纸-萌宠",131585679,2397,89,14.72,3.71%,0.17,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-皮卡丘",131764520,693,57,9.59,8.23%,0.17,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-汽车",131764521,7069,235,45.61,3.32%,0.19,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-神奇宝贝",131764527,484,30,6.63,6.20%,0.22,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-火影",131764529,7857,376,87.79,4.79%,0.23,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-海贼王",131764531,9059,627,119.45,6.92%,0.19,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-蜡笔小新",131764533,1795,146,26.36,8.13%,0.18,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-柯南",131764535,679,38,7.01,5.60%,0.18,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-初音未来",131764536,938,48,9.81,5.12%,0.20,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-刀剑神域",131764537,360,13,2.66,3.61%,0.20,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-奥特曼",131764538,2881,280,54.65,9.72%,0.20,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-变形金刚",131764539,491,20,3.31,4.07%,0.17,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-二次元动漫",131764540,34493,1253,308.15,3.63%,0.25,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-动物",131764542,1376,26,4.50,1.89%,0.17,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-哆啦a梦",131764543,2889,181,30.35,6.27%,0.17,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-阿狸",131764544,546,33,7.15,6.04%,0.22,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-花",131824972,306,17,2.85,5.56%,0.17,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-大海",131824974,609,26,4.70,4.27%,0.18,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-城市",131824975,618,4,0.89,0.65%,0.22,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-星空",131824976,5344,260,47.02,4.87%,0.18,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-我的世界",131824977,465,15,3.07,3.23%,0.20,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-田园",131824978,295,4,1.14,1.36%,0.28,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-游戏",131824980,3401,39,8.45,1.15%,0.22,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-王者",131829999,4930,196,43.14,3.98%,0.22,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-足球",131850520,807,23,4.68,2.85%,0.20,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-篮球",131850521,3846,132,27.81,3.43%,0.21,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-插画",131897712,1980,16,2.89,0.81%,0.18,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-少女",131898445,343,9,1.45,2.62%,0.16,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-唯美",131900123,633,68,14.69,10.74%,0.22,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-fate",131900124,1094,44,9.14,4.02%,0.21,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-碧蓝航线",131900125,219,26,5.04,11.87%,0.19,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-4K",131902866,20625,1494,390.24,7.24%,0.26,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-小清新",131903587,3855,331,63.19,8.59%,0.19,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-宇宙",131911678,2228,20,4.31,0.90%,0.22,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-鬼刀",131924180,3939,245,53.62,6.22%,0.22,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-天气之子",131929899,327,29,5.07,8.87%,0.17,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-你的名字",131932303,1813,99,20.47,5.46%,0.21,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-壁纸少女心",131934713,2004,102,17.32,5.09%,0.17,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-守望先锋",131953638,905,68,15.04,7.51%,0.22,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-鬼灭之刃",131953639,4183,274,57.54,6.55%,0.21,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-崩坏3",131953640,749,22,5.09,2.94%,0.23,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-绿色护眼",132056514,8377,617,109.87,7.37%,0.18,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-男生壁纸",132057526,241,18,3.65,7.47%,0.20,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-简约",132058468,5169,1016,189.32,19.66%,0.19,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-win壁纸",132100719,47329,961,240.91,2.03%,0.25,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-JOJO",132141870,505,26,4.80,5.15%,0.18,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-刺客伍六七",132144055,1337,49,8.54,3.66%,0.17,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-明日方舟",132144056,660,10,2.09,1.52%,0.21,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-漫威",132151695,3390,153,29.37,4.51%,0.19,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-古风壁纸",132152007,1219,37,6.34,3.04%,0.17,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-魔法少女小圆",132152008,61,2,0.30,3.28%,0.15,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-尼尔机械纪元",132152009,234,6,1.25,2.56%,0.21,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-星球大战",132152010,152,2,0.44,1.32%,0.22,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-海洋",132153626,1242,42,7.82,3.38%,0.19,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-科幻",132153627,2661,49,10.13,1.84%,0.21,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-蕾姆壁纸",132153628,262,15,2.75,5.73%,0.18,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-竞品软件",132342399,27667,3625,958.07,13.10%,0.26,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-紫罗兰永恒花园",132353116,279,12,2.26,4.30%,0.19,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-蜘蛛侠壁纸",132353117,254,4,1.07,1.57%,0.27,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-七龙珠壁纸",132353118,795,76,15.45,9.56%,0.20,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-龙猫壁纸",132353119,3282,134,24.11,4.08%,0.18,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-冰雪奇缘壁纸",132353120,285,2,0.30,0.70%,0.15,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-塞尔达传说",132367128,299,15,3.36,5.02%,0.22,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-路人女主养成方法",132367129,283,9,1.82,3.18%,0.20,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-进击的巨人",132367130,1103,51,9.22,4.62%,0.18,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-小黄人",132371900,547,38,7.23,6.95%,0.19,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-搞怪搞笑",132371901,514,37,6.08,7.20%,0.16,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-高达壁纸",132377557,4134,104,21.19,2.52%,0.20,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-02壁纸",132377559,987,117,23.58,11.85%,0.20,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-夏目友人帐",132407137,1237,69,15.32,5.58%,0.22,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-小埋壁纸",132407138,222,4,0.76,1.80%,0.19,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-樱花",132407139,269,3,0.73,1.12%,0.24,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-黑色壁纸",132407140,2821,164,27.38,5.81%,0.17,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-梅西壁纸",132407142,248,4,1.20,1.61%,0.30,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-欧美壁纸",132407143,211,4,0.84,1.90%,0.21,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-詹姆斯壁纸",132407144,952,43,11.06,4.52%,0.26,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-C罗壁纸",132425478,424,13,2.50,3.07%,0.19,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-DNF壁纸",132425479,1385,108,22.67,7.80%,0.21,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-哪吒壁纸",132425480,53,3,0.56,5.66%,0.19,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-乔丹壁纸",132425481,140,2,0.30,1.43%,0.15,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-天行九歌壁纸",132425482,511,37,7.63,7.24%,0.21,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-温馨壁纸",132425483,244,0,0.00,0.00%,0.00,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-斗罗大陆",132425485,2944,89,24.31,3.02%,0.27,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-锦鲤壁纸",132425487,203,8,1.82,3.94%,0.23,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-小林家的龙女仆",132425488,73,0,0.00,0.00%,0.00,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-一拳超人壁纸",132425489,255,11,2.31,4.31%,0.21,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-行业词",132517086,608559,16387,5080.01,2.69%,0.31,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","行业定投-壁纸",132678735,33805,2746,835.45,8.12%,0.30,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-ins风",133003619,8499,760,140.37,8.94%,0.18,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-EVA",133160383,845,51,9.58,6.04%,0.19,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-最终幻想",133160384,194,11,1.99,5.67%,0.18,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-千与千寻",133160385,542,21,4.35,3.87%,0.21,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-魔兽世界",133160386,1722,89,17.83,5.17%,0.20,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-布朗熊",133269925,524,28,5.20,5.34%,0.19,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-灵魂莲华",133269926,99,9,2.03,9.09%,0.23,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-黑岩射手",133269927,33,1,0.15,3.03%,0.15,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-魔道祖师",133269929,545,5,1.09,0.92%,0.22,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-百变小樱",133358221,382,16,3.17,4.19%,0.20,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-梦幻",133373526,133,8,1.28,6.02%,0.16,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-咱们裸熊",133478740,138,2,0.39,1.45%,0.20,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-日系",133740015,239,7,1.63,2.93%,0.23,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-桌面整理",133922163,15099,593,144.99,3.93%,0.24,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-只狼壁纸",133922827,258,14,3.47,5.43%,0.25,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-一人之下壁纸",133929555,69,1,0.10,1.45%,0.10,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-美少女战士",134212266,2144,81,17.85,3.78%,0.22,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-灌篮高手",134212267,906,49,9.46,5.41%,0.19,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-锁屏壁纸",134442899,11839,308,71.27,2.60%,0.23,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-hellokitty",134712589,415,23,3.67,5.54%,0.16,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-假面骑士",134746341,652,43,8.95,6.60%,0.21,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-音乐壁纸",134746343,425,11,2.31,2.59%,0.21,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-粉色壁纸",135214862,1966,91,16.50,4.63%,0.18,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-电影壁纸",135214863,52,0,0.00,0.00%,0.00,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-下雨壁纸",135214864,129,13,3.03,10.08%,0.23,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-秒速五厘米",135214865,158,0,0.00,0.00%,0.00,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-KDA壁纸",135289321,1395,221,42.23,15.84%,0.19,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-蒲公英壁纸",135289324,238,4,0.89,1.68%,0.22,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-赛博朋克",135289325,2667,204,47.50,7.65%,0.23,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-像素风壁纸",135289326,165,3,0.71,1.82%,0.24,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-原神壁纸",135289327,1919,77,14.97,4.01%,0.19,0,0
"2020-12-28","baidu-4重庆天极B20KA03223","壁纸-小丑壁纸",135328211,537,18,3.26,3.35%,0.18,0,0
