网页转化,下载器转化,新装和卸载,会员支付,鱼干支付,合计付费
日期,渠道,计划,网页展示,网页点击,点击率,下载器展示,调起率,点击极速安装,安装率,安装成功,成功率,安装成功/网页展示,新装,卸载,卸载率,会员支付人数,会员支付金额,客单价,付费率,鱼干支付人数,鱼干支付金额,客单价,付费率,总客单价,ARPU值
2020-12-21,1001,all,51159,28826,56.35%,18514,64.23%,13656,73.76%,15812,115.79%,30.91%,15130,3231,21.35%,357,10055.0,28.17,2.36%,246,2952.0,12.00,1.63%,21.57,0.86
2020-12-21,1001,181,18,8,44.44%,3,37.50%,3,100.00%,2,66.67%,11.11%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,180,46,25,54.35%,13,52.00%,13,100.00%,12,92.31%,26.09%,12,5,41.67%,1,69.0,69.00,8.33%,None,None,None,None,None,None
2020-12-21,1001,115,41,20,48.78%,8,40.00%,8,100.00%,8,100.00%,19.51%,8,3,37.50%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,194,2,2,100.00%,1,50.00%,1,100.00%,1,100.00%,50.00%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,121,4,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,243,253,184,72.73%,125,67.93%,0,0.00%,112,None,44.27%,107,44,41.12%,5,762.0,152.40,4.67%,4,40.0,10.00,3.74%,89.11,7.50
2020-12-21,1001,15,1510,1062,70.33%,906,85.31%,865,95.47%,845,97.69%,55.96%,809,164,20.27%,28,670.0,23.93,3.46%,11,128.0,11.64,1.36%,20.46,0.99
2020-12-21,1001,151,2,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,17,3823,1780,46.56%,878,49.33%,9,1.03%,730,"8,111.11%",19.09%,693,159,22.94%,16,409.0,25.56,2.31%,10,100.0,10.00,1.44%,19.58,0.73
2020-12-21,1001,61,126,62,49.21%,30,48.39%,1,3.33%,22,"2,200.00%",17.46%,21,1,4.76%,2,18.0,9.00,9.52%,None,None,None,None,None,None
2020-12-21,1001,217,119,41,34.45%,13,31.71%,11,84.62%,10,90.91%,8.40%,8,2,25.00%,1,9.0,9.00,12.50%,None,None,None,None,None,None
2020-12-21,1001,35,241,115,47.72%,55,47.83%,1,1.82%,52,"5,200.00%",21.58%,50,12,24.00%,1,15.0,15.00,2.00%,None,None,None,None,None,None
2020-12-21,1001,146,20,9,45.00%,3,33.33%,2,66.67%,2,100.00%,10.00%,2,2,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,4,436,234,53.67%,139,59.40%,8,5.76%,120,"1,500.00%",27.52%,115,24,20.87%,2,78.0,39.00,1.74%,None,None,None,None,None,None
2020-12-21,1001,201,11,4,36.36%,1,25.00%,1,100.00%,1,100.00%,9.09%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,41,308,105,34.09%,55,52.38%,5,9.09%,40,800.00%,12.99%,37,12,32.43%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,93,17,12,70.59%,6,50.00%,0,0.00%,5,None,29.41%,5,2,40.00%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,133,15888,8823,55.53%,5996,67.96%,5393,89.94%,5203,96.48%,32.75%,4972,867,17.44%,66,1646.0,24.94,1.33%,60,754.0,12.57,1.21%,19.05,0.48
2020-12-21,1001,162,58,35,60.34%,13,37.14%,9,69.23%,8,88.89%,13.79%,9,5,55.56%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,98,4,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,53,28,12,42.86%,8,66.67%,1,12.50%,7,700.00%,25.00%,7,2,28.57%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,190,383,224,58.49%,106,47.32%,99,93.40%,96,96.97%,25.07%,95,27,28.42%,4,36.0,9.00,4.21%,5,59.0,11.80,5.26%,10.56,1.00
2020-12-21,1001,20,317,141,44.48%,68,48.23%,2,2.94%,58,"2,900.00%",18.30%,54,15,27.78%,None,None,None,None,2,20.0,10.00,3.70%,None,None
2020-12-21,1001,86,91,52,57.14%,18,34.62%,0,0.00%,17,None,18.68%,16,4,25.00%,4,176.0,44.00,25.00%,1,10.0,10.00,6.25%,37.20,11.62
2020-12-21,1001,95,46,14,30.43%,5,35.71%,0,0.00%,3,None,6.52%,3,2,66.67%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,46,11,2,18.18%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,213,9,4,44.44%,3,75.00%,2,66.67%,1,50.00%,11.11%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,27,90,41,45.56%,13,31.71%,1,7.69%,10,"1,000.00%",11.11%,10,2,20.00%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,117,81,43,53.09%,17,39.53%,14,82.35%,14,100.00%,17.28%,13,4,30.77%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,10,562,275,48.93%,123,44.73%,75,60.98%,72,96.00%,12.81%,69,14,20.29%,2,59.0,29.50,2.90%,None,None,None,None,None,None
2020-12-21,1001,32,100,42,42.00%,18,42.86%,0,0.00%,12,None,12.00%,12,5,41.67%,None,None,None,None,1,10.0,10.00,8.33%,None,None
2020-12-21,1001,39,811,419,51.66%,156,37.23%,100,64.10%,97,97.00%,11.96%,87,22,25.29%,None,None,None,None,2,20.0,10.00,2.30%,None,None
2020-12-21,1001,103,185,100,54.05%,29,29.00%,0,0.00%,19,None,10.27%,19,10,52.63%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,75,27,10,37.04%,4,40.00%,0,0.00%,3,None,11.11%,3,1,33.33%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,157,429,230,53.61%,183,79.57%,168,91.80%,162,96.43%,37.76%,157,42,26.75%,5,86.0,17.20,3.18%,4,40.0,10.00,2.55%,14.00,0.80
2020-12-21,1001,129,61,20,32.79%,8,40.00%,5,62.50%,5,100.00%,8.20%,5,2,40.00%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,106,129,78,60.47%,25,32.05%,0,0.00%,24,None,18.60%,23,5,21.74%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,60,9,5,55.56%,1,20.00%,0,0.00%,1,None,11.11%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,122,3,2,66.67%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,19,1057,533,50.43%,270,50.66%,5,1.85%,241,"4,820.00%",22.80%,236,82,34.75%,7,203.0,29.00,2.97%,4,40.0,10.00,1.69%,22.09,1.03
2020-12-21,1001,22,296,134,45.27%,53,39.55%,1,1.89%,42,"4,200.00%",14.19%,39,6,15.38%,1,9.0,9.00,2.56%,None,None,None,None,None,None
2020-12-21,1001,77,30,12,40.00%,3,25.00%,0,0.00%,2,None,6.67%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,224,324,196,60.49%,121,61.73%,105,86.78%,99,94.29%,30.56%,95,39,41.05%,8,138.0,17.25,8.42%,None,None,None,None,None,None
2020-12-21,1001,23,41,20,48.78%,4,20.00%,0,0.00%,4,None,9.76%,4,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,37,8,3,37.50%,4,133.33%,0,0.00%,4,None,50.00%,3,2,66.67%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,156,5,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,29,15,7,46.67%,6,85.71%,1,16.67%,6,600.00%,40.00%,5,3,60.00%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,48,5,2,40.00%,2,100.00%,0,0.00%,1,None,20.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,139,3,1,33.33%,1,100.00%,1,100.00%,1,100.00%,33.33%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,54,41,18,43.90%,7,38.89%,0,0.00%,6,None,14.63%,6,1,16.67%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,59,3877,2194,56.59%,1761,80.26%,1610,91.43%,1560,96.89%,40.24%,1485,449,30.24%,51,1365.0,26.76,3.43%,40,502.0,12.55,2.69%,20.52,1.26
2020-12-21,1001,6,3651,1778,48.70%,978,55.01%,817,83.54%,789,96.57%,21.61%,763,157,20.58%,17,611.0,35.94,2.23%,15,150.0,10.00,1.97%,23.78,1.00
2020-12-21,1001,11,424,177,41.75%,73,41.24%,5,6.85%,63,"1,260.00%",14.86%,54,4,7.41%,2,18.0,9.00,3.70%,2,20.0,10.00,3.70%,9.50,0.70
2020-12-21,1001,131,520,225,43.27%,102,45.33%,86,84.31%,83,96.51%,15.96%,83,17,20.48%,3,27.0,9.00,3.61%,1,10.0,10.00,1.20%,9.25,0.45
2020-12-21,1001,138,82,47,57.32%,22,46.81%,17,77.27%,17,100.00%,20.73%,17,5,29.41%,None,None,None,None,1,10.0,10.00,5.88%,None,None
2020-12-21,1001,118,5,3,60.00%,1,33.33%,0,0.00%,0,None,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,192,89,55,61.80%,24,43.64%,19,79.17%,19,100.00%,21.35%,20,3,15.00%,1,9.0,9.00,5.00%,2,20.0,10.00,10.00%,9.67,1.45
2020-12-21,1001,25,30,12,40.00%,5,41.67%,0,0.00%,4,None,13.33%,4,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,112,14,9,64.29%,1,11.11%,1,100.00%,1,100.00%,7.14%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,141,21,9,42.86%,5,55.56%,5,100.00%,5,100.00%,23.81%,5,1,20.00%,None,None,None,None,1,10.0,10.00,20.00%,None,None
2020-12-21,1001,5,2266,1478,65.23%,1211,81.94%,1122,92.65%,1093,97.42%,48.23%,1043,231,22.15%,32,907.0,28.34,3.07%,16,224.0,14.00,1.53%,23.56,1.08
2020-12-21,1001,83,16,6,37.50%,3,50.00%,0,0.00%,3,None,18.75%,3,1,33.33%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,7,6667,3351,50.26%,1832,54.67%,1511,82.48%,1455,96.29%,21.82%,1386,267,19.26%,28,1354.0,48.36,2.02%,17,206.0,12.12,1.23%,34.67,1.13
2020-12-21,1001,235,194,95,48.97%,46,48.42%,0,0.00%,41,None,21.13%,40,10,25.00%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,110,4,3,75.00%,4,133.33%,4,100.00%,3,75.00%,75.00%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,62,22,12,54.55%,2,16.67%,0,0.00%,2,None,9.09%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,104,139,72,51.80%,42,58.33%,1,2.38%,34,"3,400.00%",24.46%,34,7,20.59%,3,27.0,9.00,8.82%,4,49.0,12.25,11.76%,10.86,2.24
2020-12-21,1001,239,65,15,23.08%,9,60.00%,0,0.00%,9,None,13.85%,7,3,42.86%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,238,361,131,36.29%,93,70.99%,0,0.00%,83,None,22.99%,78,31,39.74%,3,27.0,9.00,3.85%,None,None,None,None,None,None
2020-12-21,1001,55,28,8,28.57%,4,50.00%,0,0.00%,3,None,10.71%,3,1,33.33%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,30,230,109,47.39%,48,44.04%,0,0.00%,38,None,16.52%,37,7,18.92%,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,58,12,3,25.00%,2,66.67%,0,0.00%,2,None,16.67%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,128,215,100,46.51%,38,38.00%,30,78.95%,25,83.33%,11.63%,24,3,12.50%,2,18.0,9.00,8.33%,None,None,None,None,None,None
2020-12-21,1001,189,6,2,33.33%,2,100.00%,1,50.00%,1,100.00%,16.67%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,158,274,158,57.66%,123,77.85%,115,93.50%,113,98.26%,41.24%,105,20,19.05%,1,9.0,9.00,0.95%,None,None,None,None,None,None
2020-12-21,1001,66,26,5,19.23%,1,20.00%,0,0.00%,1,None,3.85%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,8,1314,574,43.68%,308,53.66%,249,80.84%,238,95.58%,18.11%,221,50,22.62%,3,27.0,9.00,1.36%,4,68.0,17.00,1.81%,13.57,0.43
2020-12-21,1001,72,4,2,50.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-21,1001,214,72,25,34.72%,6,24.00%,4,66.67%,3,75.00%,4.17%,3,1,33.33%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,16,2058,1002,48.69%,574,57.29%,494,86.06%,481,97.37%,23.37%,465,117,25.16%,25,785.0,31.40,5.38%,7,79.0,11.29,1.51%,27.00,1.86
2020-12-20,1001,243,267,191,71.54%,136,71.20%,0,0.00%,125,None,46.82%,116,40,34.48%,4,42.0,10.50,3.45%,7,89.0,12.71,6.03%,11.91,1.13
2020-12-20,1001,182,8,1,12.50%,1,100.00%,0,0.00%,0,None,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,89,21,8,38.10%,5,62.50%,0,0.00%,5,None,23.81%,5,2,40.00%,None,None,None,None,1,10.0,10.00,20.00%,None,None
2020-12-20,1001,54,18,6,33.33%,2,33.33%,0,0.00%,1,None,5.56%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,137,26,16,61.54%,5,31.25%,4,80.00%,4,100.00%,15.38%,4,2,50.00%,None,None,None,None,1,10.0,10.00,25.00%,None,None
2020-12-20,1001,37,14,7,50.00%,3,42.86%,0,0.00%,3,None,21.43%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,153,6,3,50.00%,2,66.67%,2,100.00%,2,100.00%,33.33%,2,1,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,156,11,5,45.45%,4,80.00%,4,100.00%,3,75.00%,27.27%,3,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,111,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,60,8,4,50.00%,1,25.00%,0,0.00%,1,None,12.50%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,160,99,58,58.59%,26,44.83%,23,88.46%,22,95.65%,22.22%,20,7,35.00%,None,None,None,None,1,10.0,10.00,5.00%,None,None
2020-12-20,1001,78,19,8,42.11%,5,62.50%,0,0.00%,5,None,26.32%,5,2,40.00%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,31,105,41,39.05%,16,39.02%,0,0.00%,14,None,13.33%,15,2,13.33%,1,9.0,9.00,6.67%,None,None,None,None,None,None
2020-12-20,1001,209,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,76,88,43,48.86%,17,39.53%,0,0.00%,15,None,17.05%,15,8,53.33%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,122,3,1,33.33%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,133,13803,7783,56.39%,4970,63.86%,4500,90.54%,4376,97.24%,31.70%,4157,878,21.12%,93,2752.0,29.59,2.24%,79,964.0,12.20,1.90%,21.60,0.89
2020-12-20,1001,154,23,9,39.13%,4,44.44%,3,75.00%,3,100.00%,13.04%,3,2,66.67%,None,None,None,None,1,10.0,10.00,33.33%,None,None
2020-12-20,1001,144,7,1,14.29%,None,None,None,None,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,61,96,45,46.88%,20,44.44%,0,0.00%,16,None,16.67%,16,4,25.00%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,13,124,48,38.71%,20,41.67%,0,0.00%,17,None,13.71%,17,2,11.76%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,241,349,202,57.88%,98,48.51%,1,1.02%,84,"8,400.00%",24.07%,81,11,13.58%,1,9.0,9.00,1.23%,1,10.0,10.00,1.23%,9.50,0.23
2020-12-20,1001,201,15,7,46.67%,4,57.14%,4,100.00%,4,100.00%,26.67%,4,3,75.00%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,56,16,8,50.00%,4,50.00%,0,0.00%,4,None,25.00%,4,2,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,15,1419,989,69.70%,875,88.47%,842,96.23%,830,98.57%,58.49%,790,179,22.66%,20,399.0,19.95,2.53%,21,255.0,12.14,2.66%,15.95,0.83
2020-12-20,1001,72,6,2,33.33%,1,50.00%,0,0.00%,1,None,16.67%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,93,21,8,38.10%,2,25.00%,0,0.00%,2,None,9.52%,2,1,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,161,49,25,51.02%,6,24.00%,6,100.00%,6,100.00%,12.24%,5,3,60.00%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,188,82,42,51.22%,14,33.33%,12,85.71%,12,100.00%,14.63%,12,1,8.33%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,75,17,7,41.18%,5,71.43%,0,0.00%,3,None,17.65%,3,1,33.33%,None,None,None,None,1,10.0,10.00,33.33%,None,None
2020-12-20,1001,40,38,13,34.21%,3,23.08%,0,0.00%,3,None,7.89%,3,1,33.33%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,214,121,42,34.71%,13,30.95%,13,100.00%,12,92.31%,9.92%,12,2,16.67%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,21,181,94,51.93%,40,42.55%,0,0.00%,36,None,19.89%,33,9,27.27%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,14,616,130,21.10%,48,36.92%,2,4.17%,42,"2,100.00%",6.82%,42,7,16.67%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,35,277,143,51.62%,56,39.16%,0,0.00%,48,None,17.33%,46,7,15.22%,2,78.0,39.00,4.35%,1,10.0,10.00,2.17%,29.33,1.91
2020-12-20,1001,146,21,13,61.90%,7,53.85%,7,100.00%,6,85.71%,28.57%,6,2,33.33%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,108,3,2,66.67%,1,50.00%,1,100.00%,1,100.00%,33.33%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,117,63,39,61.90%,17,43.59%,14,82.35%,13,92.86%,20.63%,13,2,15.38%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,138,66,37,56.06%,11,29.73%,9,81.82%,9,100.00%,13.64%,9,1,11.11%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,110,8,5,62.50%,3,60.00%,3,100.00%,3,100.00%,37.50%,3,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,30,166,74,44.58%,32,43.24%,1,3.12%,23,"2,300.00%",13.86%,22,6,27.27%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,32,73,26,35.62%,17,65.38%,3,17.65%,14,466.67%,19.18%,12,3,25.00%,2,18.0,9.00,16.67%,None,None,None,None,None,None
2020-12-20,1001,119,15,9,60.00%,1,11.11%,1,100.00%,1,100.00%,6.67%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,57,53,33,62.26%,15,45.45%,0,0.00%,14,None,26.42%,14,4,28.57%,1,9.0,9.00,7.14%,2,20.0,10.00,14.29%,9.67,2.07
2020-12-20,1001,194,2,1,50.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,116,3,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,158,250,142,56.80%,96,67.61%,89,92.71%,85,95.51%,34.00%,78,28,35.90%,3,87.0,29.00,3.85%,2,20.0,10.00,2.56%,21.40,1.37
2020-12-20,1001,11,344,162,47.09%,54,33.33%,1,1.85%,46,"4,600.00%",13.37%,40,7,17.50%,None,None,None,None,1,10.0,10.00,2.50%,None,None
2020-12-20,1001,130,2,2,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,26,351,186,52.99%,88,47.31%,2,2.27%,73,"3,650.00%",20.80%,72,16,22.22%,1,9.0,9.00,1.39%,2,20.0,10.00,2.78%,9.67,0.40
2020-12-20,1001,22,266,135,50.75%,50,37.04%,0,0.00%,42,None,15.79%,40,10,25.00%,1,9.0,9.00,2.50%,1,38.0,38.00,2.50%,23.50,1.18
2020-12-20,1001,125,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,105,38,20,52.63%,8,40.00%,0,0.00%,6,None,15.79%,5,1,20.00%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,121,7,6,85.71%,2,33.33%,2,100.00%,2,100.00%,28.57%,2,1,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,63,38,9,23.68%,2,22.22%,0,0.00%,2,None,5.26%,2,1,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,131,522,239,45.79%,113,47.28%,94,83.19%,93,98.94%,17.82%,87,20,22.99%,None,None,None,None,3,39.0,13.00,3.45%,None,None
2020-12-20,1001,4,403,227,56.33%,125,55.07%,3,2.40%,117,"3,900.00%",29.03%,113,36,31.86%,7,224.0,32.00,6.19%,2,20.0,10.00,1.77%,27.11,2.16
2020-12-20,1001,157,333,174,52.25%,137,78.74%,130,94.89%,123,94.62%,36.94%,118,29,24.58%,4,175.0,43.75,3.39%,3,39.0,13.00,2.54%,30.57,1.81
2020-12-20,1001,115,30,14,46.67%,6,42.86%,6,100.00%,6,100.00%,20.00%,6,1,16.67%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,112,4,3,75.00%,1,33.33%,0,0.00%,0,None,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,46,18,10,55.56%,4,40.00%,0,0.00%,3,None,16.67%,3,1,33.33%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,70,21,11,52.38%,4,36.36%,0,0.00%,3,None,14.29%,3,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,171,12,6,50.00%,2,33.33%,1,50.00%,1,100.00%,8.33%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,23,41,19,46.34%,11,57.89%,0,0.00%,11,None,26.83%,10,3,30.00%,1,69.0,69.00,10.00%,None,None,None,None,None,None
2020-12-20,1001,186,4,1,25.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,6,2745,1467,53.44%,827,56.37%,699,84.52%,679,97.14%,24.74%,647,153,23.65%,13,262.0,20.15,2.01%,8,89.0,11.12,1.24%,16.71,0.54
2020-12-20,1001,84,58,30,51.72%,10,33.33%,0,0.00%,10,None,17.24%,10,3,30.00%,None,None,None,None,1,10.0,10.00,10.00%,None,None
2020-12-20,1001,19,1101,552,50.14%,261,47.28%,4,1.53%,222,"5,550.00%",20.16%,220,85,38.64%,7,63.0,9.00,3.18%,5,59.0,11.80,2.27%,10.17,0.55
2020-12-20,1001,238,256,88,34.38%,58,65.91%,0,0.00%,51,None,19.92%,49,17,34.69%,1,69.0,69.00,2.04%,None,None,None,None,None,None
2020-12-20,1001,151,1,1,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,163,176,91,51.70%,34,37.36%,29,85.29%,29,100.00%,16.48%,26,10,38.46%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,51,118,59,50.00%,21,35.59%,0,0.00%,18,None,15.25%,18,7,38.89%,None,None,None,None,1,10.0,10.00,5.56%,None,None
2020-12-20,1001,67,7,2,28.57%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,103,121,60,49.59%,13,21.67%,0,0.00%,9,None,7.44%,9,3,33.33%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,235,136,67,49.26%,37,55.22%,0,0.00%,31,None,22.79%,29,8,27.59%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,41,265,98,36.98%,42,42.86%,2,4.76%,38,"1,900.00%",14.34%,34,5,14.71%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,8,1201,568,47.29%,294,51.76%,238,80.95%,226,94.96%,18.82%,216,54,25.00%,3,87.0,29.00,1.39%,8,89.0,11.12,3.70%,16.00,0.81
2020-12-20,1001,20,312,139,44.55%,72,51.80%,2,2.78%,67,"3,350.00%",21.47%,65,17,26.15%,1,9.0,9.00,1.54%,2,20.0,10.00,3.08%,9.67,0.45
2020-12-20,1001,190,365,205,56.16%,105,51.22%,98,93.33%,97,98.98%,26.58%,96,35,36.46%,5,51.0,10.20,5.21%,7,70.0,10.00,7.29%,10.08,1.26
2020-12-20,1001,106,183,107,58.47%,38,35.51%,0,0.00%,34,None,18.58%,33,8,24.24%,2,18.0,9.00,6.06%,1,19.0,19.00,3.03%,12.33,1.12
2020-12-20,1001,216,2,1,50.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,34,11,2,18.18%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,27,109,46,42.20%,21,45.65%,0,0.00%,18,None,16.51%,18,6,33.33%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,42,674,382,56.68%,245,64.14%,214,87.35%,209,97.66%,31.01%,204,67,32.84%,13,277.0,21.31,6.37%,5,68.0,13.60,2.45%,19.17,1.69
2020-12-20,1001,248,82,45,54.88%,14,31.11%,0,0.00%,12,None,14.63%,12,2,16.67%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,82,11,6,54.55%,3,50.00%,0,0.00%,3,None,27.27%,3,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,187,6,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,28,380,220,57.89%,95,43.18%,0,0.00%,69,None,18.16%,67,19,28.36%,2,78.0,39.00,2.99%,None,None,None,None,None,None
2020-12-20,1001,77,16,2,12.50%,1,50.00%,0,0.00%,1,None,6.25%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,104,138,69,50.00%,44,63.77%,0,0.00%,39,None,28.26%,34,9,26.47%,1,9.0,9.00,2.94%,4,49.0,12.25,11.76%,11.60,1.71
2020-12-20,1001,18,289,202,69.90%,156,77.23%,2,1.28%,150,"7,500.00%",51.90%,144,45,31.25%,5,266.0,53.20,3.47%,1,10.0,10.00,0.69%,46.00,1.92
2020-12-20,1001,85,4,1,25.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,180,51,30,58.82%,15,50.00%,14,93.33%,13,92.86%,25.49%,11,4,36.36%,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,45,43,18,41.86%,1,5.56%,0,0.00%,1,None,2.33%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-20,1001,141,12,5,41.67%,1,20.00%,1,100.00%,1,100.00%,8.33%,1,None,None,None,None,None,None,None,None,None,None,None,None
