网页转化,下载器转化,新装和卸载,会员支付,鱼干支付,合计付费
日期,渠道,计划,网页展示,网页点击,点击率,下载器展示,调起率,点击极速安装,安装率,安装成功,成功率,安装成功/网页展示,新装,卸载,卸载率,会员支付人数,会员支付金额,客单价,付费率,鱼干支付人数,鱼干支付金额,客单价,付费率,总客单价,ARPU值
2020-12-24,1001,106,115,63,54.78%,30,47.62%,0,0.00%,28,None,24.35%,28,6,21.43%,1,9.0,9.00,3.57%,1,10.0,10.00,3.57%,9.50,0.68
2020-12-24,1001,94,2,1,50.00%,1,100.00%,1,100.00%,1,100.00%,50.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,11,470,187,39.79%,81,43.32%,3,3.70%,67,"2,233.33%",14.26%,55,4,7.27%,None,None,None,None,1,19.0,19.00,1.82%,None,None
2020-12-24,1001,239,60,11,18.33%,8,72.73%,0,0.00%,7,None,11.67%,7,3,42.86%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,214,74,28,37.84%,13,46.43%,10,76.92%,9,90.00%,12.16%,9,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,48,14,6,42.86%,2,33.33%,0,0.00%,2,None,14.29%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,66,8,4,50.00%,2,50.00%,0,0.00%,2,None,25.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,57,37,26,70.27%,15,57.69%,0,0.00%,13,None,35.14%,13,2,15.38%,None,None,None,None,1,10.0,10.00,7.69%,None,None
2020-12-24,1001,38,48,28,58.33%,13,46.43%,1,7.69%,10,"1,000.00%",20.83%,11,3,27.27%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,19,1103,534,48.41%,263,49.25%,3,1.14%,234,"7,800.00%",21.21%,226,56,24.78%,4,77.0,19.25,1.77%,2,20.0,10.00,0.88%,16.17,0.43
2020-12-24,1001,235,222,81,36.49%,47,58.02%,1,2.13%,41,"4,100.00%",18.47%,40,11,27.50%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,171,14,2,14.29%,2,100.00%,1,50.00%,1,100.00%,7.14%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,87,3,2,66.67%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,75,25,10,40.00%,5,50.00%,0,0.00%,5,None,20.00%,4,1,25.00%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,160,131,68,51.91%,30,44.12%,27,90.00%,25,92.59%,19.08%,22,7,31.82%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,133,14172,7616,53.74%,4763,62.54%,4181,87.78%,4014,96.01%,28.32%,3859,630,16.33%,77,1577.0,20.48,2.00%,49,669.0,13.65,1.27%,17.83,0.58
2020-12-24,1001,45,37,20,54.05%,4,20.00%,0,0.00%,4,None,10.81%,4,4,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,182,4,1,25.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,46,2,1,50.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,92,11,7,63.64%,7,100.00%,0,0.00%,7,None,63.64%,7,1,14.29%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,8,1508,649,43.04%,325,50.08%,264,81.23%,255,96.59%,16.91%,238,54,22.69%,7,164.0,23.43,2.94%,4,58.0,14.50,1.68%,20.18,0.93
2020-12-24,1001,192,71,42,59.15%,19,45.24%,19,100.00%,18,94.74%,25.35%,18,5,27.78%,None,None,None,None,1,10.0,10.00,5.56%,None,None
2020-12-24,1001,36,45,21,46.67%,12,57.14%,0,0.00%,10,None,22.22%,10,4,40.00%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,13,77,22,28.57%,10,45.45%,1,10.00%,10,"1,000.00%",12.99%,11,3,27.27%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,16,2842,1385,48.73%,820,59.21%,725,88.41%,702,96.83%,24.70%,678,135,19.91%,14,253.0,18.07,2.06%,16,187.0,11.69,2.36%,14.67,0.65
2020-12-24,1001,151,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,213,9,4,44.44%,2,50.00%,2,100.00%,2,100.00%,22.22%,3,None,None,None,None,None,None,1,10.0,10.00,33.33%,None,None
2020-12-24,1001,26,360,172,47.78%,72,41.86%,1,1.39%,58,"5,800.00%",16.11%,53,9,16.98%,2,98.0,49.00,3.77%,None,None,None,None,None,None
2020-12-24,1001,147,6,1,16.67%,1,100.00%,1,100.00%,1,100.00%,16.67%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,53,23,8,34.78%,7,87.50%,0,0.00%,6,None,26.09%,6,1,16.67%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,28,457,261,57.11%,117,44.83%,2,1.71%,95,"4,750.00%",20.79%,96,21,21.88%,2,18.0,9.00,2.08%,None,None,None,None,None,None
2020-12-24,1001,241,505,266,52.67%,135,50.75%,0,0.00%,118,None,23.37%,111,17,15.32%,2,18.0,9.00,1.80%,2,29.0,14.50,1.80%,11.75,0.42
2020-12-24,1001,7,6413,3133,48.85%,1791,57.17%,1500,83.75%,1453,96.87%,22.66%,1392,272,19.54%,26,553.0,21.27,1.87%,20,218.0,10.90,1.44%,16.76,0.55
2020-12-24,1001,156,10,5,50.00%,2,40.00%,2,100.00%,2,100.00%,20.00%,2,1,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,217,177,80,45.20%,33,41.25%,29,87.88%,28,96.55%,15.82%,28,3,10.71%,1,9.0,9.00,3.57%,1,10.0,10.00,3.57%,9.50,0.68
2020-12-24,1001,39,460,211,45.87%,90,42.65%,63,70.00%,61,96.83%,13.26%,52,10,19.23%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,139,11,3,27.27%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,12,785,359,45.73%,170,47.35%,127,74.71%,120,94.49%,15.29%,114,17,14.91%,3,107.0,35.67,2.63%,3,39.0,13.00,2.63%,24.33,1.28
2020-12-24,1001,196,5,2,40.00%,1,50.00%,1,100.00%,1,100.00%,20.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,88,2,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,76,115,49,42.61%,20,40.82%,0,0.00%,14,None,12.17%,15,3,20.00%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,34,9,3,33.33%,1,33.33%,0,0.00%,1,None,11.11%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,130,1,0,0.00%,1,None,1,100.00%,1,100.00%,100.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,201,20,10,50.00%,6,60.00%,5,83.33%,5,100.00%,25.00%,5,1,20.00%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,4,377,204,54.11%,128,62.75%,10,7.81%,112,"1,120.00%",29.71%,102,23,22.55%,2,24.0,12.00,1.96%,1,10.0,10.00,0.98%,11.33,0.33
2020-12-24,1001,61,110,46,41.82%,13,28.26%,1,7.69%,11,"1,100.00%",10.00%,8,2,25.00%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,84,45,19,42.22%,9,47.37%,0,0.00%,9,None,20.00%,8,None,None,None,None,None,None,1,10.0,10.00,12.50%,None,None
2020-12-24,1001,91,10,6,60.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,181,18,5,27.78%,2,40.00%,2,100.00%,2,100.00%,11.11%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,59,3234,1689,52.23%,1313,77.74%,1175,89.49%,1139,96.94%,35.22%,1068,302,28.28%,31,1010.0,32.58,2.90%,24,267.0,11.12,2.25%,23.22,1.20
2020-12-24,1001,72,3,1,33.33%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,244,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,117,83,50,60.24%,23,46.00%,19,82.61%,19,100.00%,22.89%,19,8,42.11%,None,None,None,None,1,10.0,10.00,5.26%,None,None
2020-12-24,1001,162,57,37,64.91%,7,18.92%,5,71.43%,5,100.00%,8.77%,4,2,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,114,2,2,100.00%,1,50.00%,1,100.00%,1,100.00%,50.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,78,19,9,47.37%,4,44.44%,0,0.00%,3,None,15.79%,3,1,33.33%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,186,2,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,105,41,18,43.90%,4,22.22%,0,0.00%,4,None,9.76%,4,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,25,31,12,38.71%,9,75.00%,1,11.11%,7,700.00%,22.58%,5,1,20.00%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,144,16,9,56.25%,3,33.33%,3,100.00%,3,100.00%,18.75%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,62,23,13,56.52%,12,92.31%,0,0.00%,11,None,47.83%,10,3,30.00%,2,78.0,39.00,20.00%,None,None,None,None,None,None
2020-12-24,1001,108,2,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,17,3161,1448,45.81%,704,48.62%,9,1.28%,603,"6,700.00%",19.08%,576,119,20.66%,14,332.0,23.71,2.43%,14,158.0,11.29,2.43%,17.50,0.85
2020-12-24,1001,137,45,23,51.11%,6,26.09%,6,100.00%,6,100.00%,13.33%,6,1,16.67%,None,None,None,None,1,10.0,10.00,16.67%,None,None
2020-12-24,1001,5,2225,1447,65.03%,1217,84.11%,1159,95.23%,1116,96.29%,50.16%,1075,214,19.91%,36,1069.0,29.69,3.35%,17,188.0,11.06,1.58%,23.72,1.17
2020-12-24,1001,243,193,129,66.84%,91,70.54%,1,1.10%,80,"8,000.00%",41.45%,75,31,41.33%,1,9.0,9.00,1.33%,7,70.0,10.00,9.33%,9.88,1.05
2020-12-24,1001,129,32,10,31.25%,4,40.00%,2,50.00%,2,100.00%,6.25%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,24,1010,474,46.93%,257,54.22%,216,84.05%,208,96.30%,20.59%,198,34,17.17%,5,45.0,9.00,2.53%,2,29.0,14.50,1.01%,10.57,0.37
2020-12-24,1001,158,267,150,56.18%,85,56.67%,75,88.24%,71,94.67%,26.59%,72,14,19.44%,5,172.0,34.40,6.94%,4,40.0,10.00,5.56%,23.56,2.94
2020-12-24,1001,10,226,106,46.90%,46,43.40%,26,56.52%,26,100.00%,11.50%,21,1,4.76%,None,None,None,None,1,19.0,19.00,4.76%,None,None
2020-12-24,1001,126,20,9,45.00%,3,33.33%,3,100.00%,3,100.00%,15.00%,3,1,33.33%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,54,34,20,58.82%,6,30.00%,0,0.00%,5,None,14.71%,5,1,20.00%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,163,248,119,47.98%,62,52.10%,56,90.32%,52,92.86%,20.97%,48,17,35.42%,1,9.0,9.00,2.08%,None,None,None,None,None,None
2020-12-24,1001,138,68,45,66.18%,18,40.00%,16,88.89%,16,100.00%,23.53%,15,5,33.33%,2,157.0,78.50,13.33%,None,None,None,None,None,None
2020-12-24,1001,43,52,28,53.85%,12,42.86%,0,0.00%,11,None,21.15%,9,2,22.22%,1,9.0,9.00,11.11%,None,None,None,None,None,None
2020-12-24,1001,98,3,1,33.33%,1,100.00%,0,0.00%,1,None,33.33%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,40,22,14,63.64%,6,42.86%,0,0.00%,5,None,22.73%,5,2,40.00%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,115,43,25,58.14%,16,64.00%,16,100.00%,15,93.75%,34.88%,13,3,23.08%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,154,10,7,70.00%,2,28.57%,1,50.00%,1,100.00%,10.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,141,16,9,56.25%,3,33.33%,3,100.00%,3,100.00%,18.75%,3,2,66.67%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,224,312,179,57.37%,99,55.31%,85,85.86%,81,95.29%,25.96%,76,40,52.63%,2,78.0,39.00,2.63%,1,10.0,10.00,1.32%,29.33,1.16
2020-12-24,1001,222,6,4,66.67%,2,50.00%,2,100.00%,2,100.00%,33.33%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,55,40,17,42.50%,10,58.82%,0,0.00%,9,None,22.50%,9,3,33.33%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,20,318,127,39.94%,73,57.48%,12,16.44%,63,525.00%,19.81%,56,11,19.64%,2,78.0,39.00,3.57%,2,29.0,14.50,3.57%,26.75,1.91
2020-12-24,1001,35,243,130,53.50%,59,45.38%,0,0.00%,53,None,21.81%,51,15,29.41%,1,9.0,9.00,1.96%,None,None,None,None,None,None
2020-12-24,1001,131,595,258,43.36%,116,44.96%,100,86.21%,98,98.00%,16.47%,93,10,10.75%,6,54.0,9.00,6.45%,1,10.0,10.00,1.08%,9.14,0.69
2020-12-24,1001,74,2,1,50.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,161,74,38,51.35%,18,47.37%,13,72.22%,13,100.00%,17.57%,12,3,25.00%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,79,2,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,119,14,6,42.86%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,136,21,10,47.62%,2,20.00%,0,0.00%,0,None,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,63,2,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,42,729,395,54.18%,239,60.51%,208,87.03%,200,96.15%,27.43%,191,69,36.13%,6,114.0,19.00,3.14%,1,19.0,19.00,0.52%,19.00,0.70
2020-12-24,1001,95,42,18,42.86%,8,44.44%,0,0.00%,7,None,16.67%,7,2,28.57%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,120,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,113,2,2,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,51,133,69,51.88%,25,36.23%,0,0.00%,22,None,16.54%,21,3,14.29%,1,69.0,69.00,4.76%,1,10.0,10.00,4.76%,39.50,3.76
2020-12-24,1001,116,1,1,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,77,30,16,53.33%,3,18.75%,0,0.00%,2,None,6.67%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,56,13,8,61.54%,3,37.50%,0,0.00%,2,None,15.38%,2,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,80,50,29,58.00%,11,37.93%,0,0.00%,9,None,18.00%,7,1,14.29%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,195,55,29,52.73%,17,58.62%,15,88.24%,13,86.67%,23.64%,13,3,23.08%,1,9.0,9.00,7.69%,None,None,None,None,None,None
2020-12-24,1001,50,2,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,15,1485,1016,68.42%,854,84.06%,803,94.03%,785,97.76%,52.86%,755,136,18.01%,11,219.0,19.91,1.46%,9,117.0,13.00,1.19%,16.80,0.45
2020-12-24,1001,110,3,3,100.00%,2,66.67%,2,100.00%,2,100.00%,66.67%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,52,21,9,42.86%,5,55.56%,0,0.00%,4,None,19.05%,4,1,25.00%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,146,10,8,80.00%,1,12.50%,1,100.00%,1,100.00%,10.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,187,2,2,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,190,246,149,60.57%,72,48.32%,61,84.72%,59,96.72%,23.98%,58,17,29.31%,3,187.0,62.33,5.17%,5,77.0,15.40,8.62%,33.00,4.55
2020-12-24,1001,111,8,5,62.50%,3,60.00%,2,66.67%,1,50.00%,12.50%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,99,30,15,50.00%,12,80.00%,2,16.67%,9,450.00%,30.00%,7,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,65,67,33,49.25%,14,42.42%,1,7.14%,9,900.00%,13.43%,8,1,12.50%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,180,44,29,65.91%,20,68.97%,18,90.00%,17,94.44%,38.64%,15,4,26.67%,None,None,None,None,1,10.0,10.00,6.67%,None,None
2020-12-24,1001,60,3,1,33.33%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,128,125,57,45.60%,20,35.09%,14,70.00%,13,92.86%,10.40%,11,None,None,1,9.0,9.00,9.09%,None,None,None,None,None,None
2020-12-24,1001,all,48528,26671,54.96%,16816,63.05%,12284,73.05%,14354,116.85%,29.58%,13736,2781,20.25%,311,7866.0,25.29,2.26%,226,2736.0,12.11,1.65%,19.74,0.77
2020-12-24,1001,58,9,4,44.44%,1,25.00%,0,0.00%,1,None,11.11%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,157,435,221,50.80%,175,79.19%,166,94.86%,160,96.39%,36.78%,152,46,30.26%,8,352.0,44.00,5.26%,2,20.0,10.00,1.32%,37.20,2.45
2020-12-24,1001,23,37,17,45.95%,7,41.18%,0,0.00%,5,None,13.51%,5,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,122,6,4,66.67%,2,50.00%,2,100.00%,2,100.00%,33.33%,2,1,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,112,8,6,75.00%,2,33.33%,2,100.00%,2,100.00%,25.00%,2,1,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,32,35,17,48.57%,6,35.29%,0,0.00%,4,None,11.43%,4,1,25.00%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,118,4,2,50.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,248,42,18,42.86%,7,38.89%,0,0.00%,5,None,11.90%,5,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,14,821,182,22.17%,59,32.42%,1,1.69%,53,"5,300.00%",6.46%,52,11,21.15%,2,18.0,9.00,3.85%,None,None,None,None,None,None
2020-12-24,1001,41,399,162,40.60%,66,40.74%,6,9.09%,58,966.67%,14.54%,52,10,19.23%,1,9.0,9.00,1.92%,None,None,None,None,None,None
2020-12-24,1001,103,169,83,49.11%,30,36.14%,1,3.33%,25,"2,500.00%",14.79%,24,6,25.00%,1,9.0,9.00,4.17%,None,None,None,None,None,None
2020-12-24,1001,153,5,2,40.00%,1,50.00%,1,100.00%,1,100.00%,20.00%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,6,4212,2212,52.52%,1205,54.48%,1044,86.64%,1017,97.41%,24.15%,968,206,21.28%,15,456.0,30.40,1.55%,14,167.0,11.93,1.45%,21.48,0.64
2020-12-24,1001,70,13,7,53.85%,4,57.14%,0,0.00%,4,None,30.77%,4,2,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,85,4,3,75.00%,2,66.67%,0,0.00%,2,None,50.00%,2,1,50.00%,None,None,None,None,1,19.0,19.00,50.00%,None,None
2020-12-24,1001,194,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,86,94,60,63.83%,27,45.00%,0,0.00%,24,None,25.53%,23,8,34.78%,None,None,None,None,1,10.0,10.00,4.35%,None,None
2020-12-24,1001,82,5,2,40.00%,1,50.00%,0,0.00%,1,None,20.00%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,124,9,4,44.44%,1,25.00%,1,100.00%,1,100.00%,11.11%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,83,15,11,73.33%,4,36.36%,0,0.00%,3,None,20.00%,3,2,66.67%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,31,127,52,40.94%,25,48.08%,1,4.00%,19,"1,900.00%",14.96%,19,3,15.79%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,67,4,1,25.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,89,26,9,34.62%,2,22.22%,0,0.00%,2,None,7.69%,2,1,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,21,193,101,52.33%,53,52.48%,3,5.66%,46,"1,533.33%",23.83%,42,7,16.67%,2,18.0,9.00,4.76%,None,None,None,None,None,None
2020-12-24,1001,104,127,62,48.82%,30,48.39%,0,0.00%,28,None,22.05%,27,6,22.22%,1,9.0,9.00,3.70%,None,None,None,None,None,None
2020-12-24,1001,49,2,1,50.00%,1,100.00%,0,0.00%,1,None,50.00%,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,93,29,13,44.83%,7,53.85%,0,0.00%,6,None,20.69%,6,3,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,29,11,5,45.45%,8,160.00%,2,25.00%,8,400.00%,72.73%,5,1,20.00%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,44,26,13,50.00%,10,76.92%,0,0.00%,8,None,30.77%,8,4,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-24,1001,33,290,99,34.14%,32,32.32%,1,3.12%,23,"2,300.00%",7.93%,22,4,18.18%,None,None,None,None,None,None,None,None,None,None
2020-12-23,1001,126,18,10,55.56%,1,10.00%,1,100.00%,1,100.00%,5.56%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-23,1001,105,52,22,42.31%,7,31.82%,0,0.00%,6,None,11.54%,5,1,20.00%,None,None,None,None,None,None,None,None,None,None
2020-12-23,1001,28,456,243,53.29%,117,48.15%,4,3.42%,97,"2,425.00%",21.27%,89,23,25.84%,1,9.0,9.00,1.12%,4,40.0,10.00,4.49%,9.80,0.55
2020-12-23,1001,235,229,88,38.43%,53,60.23%,0,0.00%,51,None,22.27%,48,13,27.08%,None,None,None,None,None,None,None,None,None,None
2020-12-23,1001,13,118,41,34.75%,18,43.90%,1,5.56%,17,"1,700.00%",14.41%,15,4,26.67%,None,None,None,None,None,None,None,None,None,None
2020-12-23,1001,243,217,149,68.66%,94,63.09%,0,0.00%,87,None,40.09%,81,32,39.51%,2,24.0,12.00,2.47%,6,60.0,10.00,7.41%,10.50,1.04
2020-12-23,1001,139,6,2,33.33%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-23,1001,43,62,32,51.61%,18,56.25%,1,5.56%,17,"1,700.00%",27.42%,15,6,40.00%,1,9.0,9.00,6.67%,None,None,None,None,None,None
2020-12-23,1001,4,440,244,55.45%,157,64.34%,3,1.91%,129,"4,300.00%",29.32%,117,27,23.08%,6,54.0,9.00,5.13%,3,30.0,10.00,2.56%,9.33,0.72
2020-12-23,1001,95,39,14,35.90%,5,35.71%,0,0.00%,4,None,10.26%,4,1,25.00%,None,None,None,None,None,None,None,None,None,None
2020-12-23,1001,189,26,15,57.69%,8,53.33%,8,100.00%,8,100.00%,30.77%,8,1,12.50%,None,None,None,None,1,10.0,10.00,12.50%,None,None
2020-12-23,1001,49,5,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-23,1001,24,1070,484,45.23%,253,52.27%,216,85.38%,209,96.76%,19.53%,193,39,20.21%,7,203.0,29.00,3.63%,6,69.0,11.50,3.11%,20.92,1.41
2020-12-23,1001,160,110,66,60.00%,31,46.97%,27,87.10%,27,100.00%,24.55%,26,7,26.92%,None,None,None,None,None,None,None,None,None,None
2020-12-23,1001,85,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-23,1001,76,105,51,48.57%,25,49.02%,0,0.00%,22,None,20.95%,21,3,14.29%,None,None,None,None,None,None,None,None,None,None
2020-12-23,1001,17,3118,1380,44.26%,655,47.46%,5,0.76%,568,"11,360.00%",18.22%,555,132,23.78%,17,413.0,24.29,3.06%,11,129.0,11.73,1.98%,19.36,0.98
2020-12-23,1001,161,66,42,63.64%,19,45.24%,18,94.74%,18,100.00%,27.27%,18,6,33.33%,1,9.0,9.00,5.56%,1,10.0,10.00,5.56%,9.50,1.06
2020-12-23,1001,163,278,134,48.20%,54,40.30%,49,90.74%,41,83.67%,14.75%,42,9,21.43%,1,9.0,9.00,2.38%,None,None,None,None,None,None
2020-12-23,1001,181,19,9,47.37%,7,77.78%,7,100.00%,7,100.00%,36.84%,4,1,25.00%,None,None,None,None,None,None,None,None,None,None
2020-12-23,1001,75,32,22,68.75%,12,54.55%,0,0.00%,11,None,34.38%,10,4,40.00%,None,None,None,None,None,None,None,None,None,None
2020-12-23,1001,248,59,29,49.15%,12,41.38%,0,0.00%,11,None,18.64%,12,2,16.67%,None,None,None,None,1,10.0,10.00,8.33%,None,None
2020-12-23,1001,213,6,3,50.00%,1,33.33%,1,100.00%,0,0.00%,0.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-23,1001,51,139,80,57.55%,27,33.75%,1,3.70%,21,"2,100.00%",15.11%,22,6,27.27%,None,None,None,None,1,10.0,10.00,4.55%,None,None
2020-12-23,1001,26,358,189,52.79%,103,54.50%,1,0.97%,84,"8,400.00%",23.46%,74,23,31.08%,1,9.0,9.00,1.35%,3,39.0,13.00,4.05%,12.00,0.65
2020-12-23,1001,106,146,87,59.59%,30,34.48%,0,0.00%,25,None,17.12%,24,7,29.17%,None,None,None,None,None,None,None,None,None,None
2020-12-23,1001,87,7,6,85.71%,2,33.33%,0,0.00%,2,None,28.57%,2,1,50.00%,None,None,None,None,None,None,None,None,None,None
2020-12-23,1001,125,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-23,1001,15,1504,1049,69.75%,925,88.18%,871,94.16%,846,97.13%,56.25%,790,140,17.72%,13,405.0,31.15,1.65%,11,110.0,10.00,1.39%,21.46,0.65
2020-12-23,1001,190,340,208,61.18%,96,46.15%,89,92.71%,86,96.63%,25.29%,83,24,28.92%,4,36.0,9.00,4.82%,4,58.0,14.50,4.82%,11.75,1.13
2020-12-23,1001,124,14,6,42.86%,1,16.67%,1,100.00%,1,100.00%,7.14%,1,None,None,None,None,None,None,None,None,None,None,None,None
2020-12-23,1001,241,489,249,50.92%,119,47.79%,1,0.84%,101,"10,100.00%",20.65%,96,10,10.42%,1,69.0,69.00,1.04%,1,10.0,10.00,1.04%,39.50,0.82
