网页转化,下载器转化,新装和卸载,会员支付,鱼干支付,合计付费
日期,渠道,计划,网页展示,网页点击,点击率,下载器展示,调起率,点击极速安装,安装率,安装成功,成功率,安装成功/网页展示,新装,卸载,卸载率,会员支付人数,会员支付金额,客单价,付费率,鱼干支付人数,鱼干支付金额,客单价,付费率,总客单价,ARPU值
2021-01-03,1002,248,13,7,53.85%,6,85.71%,0,0.00%,6,None,46.15%,5,None,None,None,None,None,None,None,None,None,None,None,None
2021-01-03,1002,31,12,3,25.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2021-01-03,1002,82,8,2,25.00%,1,50.00%,0,0.00%,1,None,12.50%,1,None,None,None,None,None,None,None,None,None,None,None,None
2021-01-03,1002,239,8,3,37.50%,1,33.33%,0,0.00%,1,None,12.50%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2021-01-03,1002,131,8,2,25.00%,1,50.00%,1,100.00%,1,100.00%,12.50%,1,None,None,None,None,None,None,None,None,None,None,None,None
2021-01-03,1002,86,2,1,50.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2021-01-03,1002,38,8,2,25.00%,2,100.00%,0,0.00%,2,None,25.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2021-01-03,1002,42,89,52,58.43%,38,73.08%,35,92.11%,35,100.00%,39.33%,36,9,25.00%,1,9.0,9.00,2.78%,None,None,None,None,None,None
2021-01-03,1002,163,14,10,71.43%,4,40.00%,4,100.00%,4,100.00%,28.57%,3,None,None,1,9.0,9.00,33.33%,None,None,None,None,None,None
2021-01-03,1002,52,5,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2021-01-03,1002,88,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2021-01-03,1002,48,3,1,33.33%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2021-01-03,1002,108,1,1,100.00%,1,100.00%,1,100.00%,1,100.00%,100.00%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2021-01-03,1002,78,4,2,50.00%,1,50.00%,0,0.00%,0,None,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None
2021-01-03,1002,8,982,550,56.01%,346,62.91%,298,86.13%,295,98.99%,30.04%,283,60,21.20%,8,72.0,9.00,2.83%,4,40.0,10.00,1.41%,9.33,0.40
2021-01-02,1002,all,10249,6350,61.96%,4850,76.38%,3667,75.61%,4292,117.04%,41.88%,4072,998,24.51%,100,1867.0,18.67,2.46%,76,896.0,11.79,1.87%,15.70,0.68
2021-01-02,1002,93,4,2,50.00%,2,100.00%,0,0.00%,1,None,25.00%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,224,111,72,64.86%,53,73.61%,48,90.57%,47,97.92%,42.34%,44,23,52.27%,1,9.0,9.00,2.27%,1,10.0,10.00,2.27%,9.50,0.43
2021-01-02,1002,27,24,10,41.67%,5,50.00%,0,0.00%,5,None,20.83%,4,None,None,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,117,10,4,40.00%,3,75.00%,3,100.00%,3,100.00%,30.00%,3,2,66.67%,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,7,1067,617,57.83%,410,66.45%,331,80.73%,327,98.79%,30.65%,312,57,18.27%,6,54.0,9.00,1.92%,2,20.0,10.00,0.64%,9.25,0.24
2021-01-02,1002,56,8,6,75.00%,4,66.67%,0,0.00%,4,None,50.00%,4,None,None,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,131,4,1,25.00%,1,100.00%,1,100.00%,1,100.00%,25.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,98,1,1,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,163,18,9,50.00%,7,77.78%,6,85.71%,6,100.00%,33.33%,6,2,33.33%,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,112,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,105,8,7,87.50%,3,42.86%,0,0.00%,3,None,37.50%,3,1,33.33%,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,4,37,26,70.27%,20,76.92%,0,0.00%,19,None,51.35%,20,4,20.00%,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,42,79,47,59.49%,38,80.85%,33,86.84%,34,103.03%,43.04%,33,12,36.36%,2,59.0,29.50,6.06%,2,20.0,10.00,6.06%,19.75,2.39
2021-01-02,1002,158,43,16,37.21%,7,43.75%,5,71.43%,5,100.00%,11.63%,4,1,25.00%,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,30,9,5,55.56%,2,40.00%,0,0.00%,2,None,22.22%,2,1,50.00%,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,26,82,44,53.66%,33,75.00%,2,6.06%,31,"1,550.00%",37.80%,31,8,25.81%,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,46,11,5,45.45%,4,80.00%,0,0.00%,4,None,36.36%,4,3,75.00%,1,9.0,9.00,25.00%,None,None,None,None,None,None
2021-01-02,1002,38,13,8,61.54%,5,62.50%,0,0.00%,5,None,38.46%,6,2,33.33%,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,48,3,2,66.67%,2,100.00%,0,0.00%,1,None,33.33%,1,None,None,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,47,4,1,25.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,9,217,100,46.08%,55,55.00%,1,1.82%,53,"5,300.00%",24.42%,52,13,25.00%,2,18.0,9.00,3.85%,3,30.0,10.00,5.77%,9.60,0.92
2021-01-02,1002,69,5,1,20.00%,1,100.00%,0,0.00%,1,None,20.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,80,3,2,66.67%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,122,1,1,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,243,6,2,33.33%,2,100.00%,0,0.00%,2,None,33.33%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,73,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,23,8,6,75.00%,4,66.67%,0,0.00%,4,None,50.00%,3,1,33.33%,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,63,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,137,3,2,66.67%,1,50.00%,1,100.00%,1,100.00%,33.33%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,22,33,14,42.42%,7,50.00%,0,0.00%,7,None,21.21%,7,2,28.57%,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,85,1,1,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,25,9,6,66.67%,6,100.00%,1,16.67%,5,500.00%,55.56%,3,1,33.33%,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,76,14,6,42.86%,4,66.67%,0,0.00%,4,None,28.57%,4,2,50.00%,None,None,None,None,1,19.0,19.00,25.00%,None,None
2021-01-02,1002,41,198,66,33.33%,43,65.15%,0,0.00%,41,None,20.71%,39,20,51.28%,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,57,4,3,75.00%,1,33.33%,0,0.00%,1,None,25.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,31,6,3,50.00%,1,33.33%,0,0.00%,1,None,16.67%,1,None,None,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,111,1,1,100.00%,1,100.00%,1,100.00%,1,100.00%,100.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,59,388,203,52.32%,180,88.67%,162,90.00%,159,98.15%,40.98%,158,51,32.28%,5,105.0,21.00,3.16%,2,29.0,14.50,1.27%,19.14,0.85
2021-01-02,1002,58,2,1,50.00%,1,100.00%,0,0.00%,1,None,50.00%,None,None,None,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,55,2,1,50.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,104,22,9,40.91%,7,77.78%,0,0.00%,7,None,31.82%,6,4,66.67%,None,None,None,None,1,10.0,10.00,16.67%,None,None
2021-01-02,1002,45,3,3,100.00%,3,100.00%,0,0.00%,2,None,66.67%,2,1,50.00%,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,136,1,1,100.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,133,2324,1352,58.18%,1004,74.26%,887,88.35%,876,98.76%,37.69%,824,176,21.36%,18,234.0,13.00,2.18%,18,226.0,12.56,2.18%,12.78,0.56
2021-01-02,1002,33,3,1,33.33%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,116,1,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,139,3,1,33.33%,1,100.00%,1,100.00%,1,100.00%,33.33%,1,None,None,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,32,29,18,62.07%,14,77.78%,0,0.00%,14,None,48.28%,13,1,7.69%,2,18.0,9.00,15.38%,1,10.0,10.00,7.69%,9.33,2.15
2021-01-02,1002,239,8,4,50.00%,4,100.00%,0,0.00%,4,None,50.00%,4,2,50.00%,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,157,35,20,57.14%,21,105.00%,20,95.24%,19,95.00%,54.29%,20,5,25.00%,2,18.0,9.00,10.00%,None,None,None,None,None,None
2021-01-02,1002,17,404,218,53.96%,128,58.72%,2,1.56%,120,"6,000.00%",29.70%,113,28,24.78%,None,None,None,None,1,10.0,10.00,0.88%,None,None
2021-01-02,1002,51,9,4,44.44%,3,75.00%,0,0.00%,3,None,33.33%,3,2,66.67%,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,49,2,1,50.00%,1,100.00%,0,0.00%,1,None,50.00%,1,1,100.00%,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,65,5,1,20.00%,1,100.00%,0,0.00%,1,None,20.00%,1,None,None,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,148,2,2,100.00%,1,50.00%,0,0.00%,0,None,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None
2021-01-02,1002,146,2,0,0.00%,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
