日期,产品,渠道号,渠道名称,渠道商店,新增,1日留存,7日留存
2021-01-07,手机加速精灵,12000007,魅族-星火,信息流,3996,27.45%,7.03%
2021-01-07,急速安全大师,all,None,None,3547,29.74%,6.71%
2021-01-07,急速安全大师,90016,魅族商店,厂商商店,223,35.43%,6.73%
2021-01-07,急速安全大师,90027,魅族-星火,信息流,2059,29.67%,6.31%
2021-01-07,急速安全大师,90033,今日头条-鲲鹏,信息流,1257,28.72%,7.40%
2021-01-07,垃圾清理大师,300363,广点通—贝壳,信息流,1,100.00%,0.00%
2021-01-07,垃圾清理大师,300077,应用宝-垃圾清理,三方市场,70,31.43%,14.29%
2021-01-07,垃圾清理大师,300000,华为-垃圾清理,厂商商店免费,92,41.30%,15.22%
2021-01-07,垃圾清理大师,300468,魅族-星火,信息流,2,0.00%,0.00%
2021-01-07,垃圾清理大师,300365,广点通—贝壳,信息流,1,None,None
2021-01-07,垃圾清理大师,300184,今日头条-辉煌明天,信息流,1,100.00%,0.00%
2021-01-07,垃圾清理大师,300001,小米-垃圾清理,厂商商店免费,8,25.00%,12.50%
2021-01-07,垃圾清理大师,300479,内推测试,内推,1,100.00%,0.00%
2021-01-07,垃圾清理大师,300373,橙芯科技,运营商,10,10.00%,30.00%
2021-01-07,垃圾清理大师,300207,广点通—贝壳,信息流,1,None,None
2021-01-07,垃圾清理大师,300002,oppo-垃圾清理,厂商商店免费,21,52.38%,33.33%
2021-01-07,垃圾清理大师,300480,内推测试,内推,60,38.33%,10.00%
2021-01-07,垃圾清理大师,300436,广点通—贝壳,信息流,3,66.67%,0.00%
2021-01-07,垃圾清理大师,300210,广点通—贝壳,信息流,1,None,None
2021-01-07,垃圾清理大师,300004,魅族-垃圾清理,厂商商店免费,9,33.33%,22.22%
2021-01-07,垃圾清理大师,all,,None,288,36.81%,14.93%
2021-01-07,垃圾清理大师,300463,今日头条-舜风,信息流,1,100.00%,0.00%
2021-01-07,垃圾清理大师,300218,广点通—贝壳,信息流,1,None,None
2021-01-07,垃圾清理大师,300020,今日头条-点思,信息流,1,None,None
2021-01-07,垃圾清理大师,300466,魅族-星火,信息流,4,None,None
2021-01-07,加速大师,all,None,None,8,0.00%,0.00%
2021-01-07,加速大师,40000,小米商店,厂商商店,1,None,None
2021-01-07,加速大师,40002,魅族商店,厂商商店,2,0.00%,0.00%
2021-01-07,加速大师,40004,腾讯应用宝,三方市场,4,None,None
2021-01-07,加速大师,40019,今日头条-天拓,信息流,1,None,None
2021-01-07,全能清理助手,20009,今日头条-哇棒,信息流,214,25.70%,3.74%
2021-01-07,全能清理助手,20020,今日头条-鲲鹏,信息流,1718,35.97%,6.98%
2021-01-07,全能清理助手,all,None,None,7213,36.34%,9.03%
2021-01-07,全能清理助手,20038,今日头条-总包,信息流,850,43.53%,10.35%
2021-01-07,全能清理助手,20002,oppo,厂商商店,296,53.72%,20.95%
2021-01-07,全能清理助手,20005,魅族商店,厂商商店,720,45.14%,13.75%
2021-01-07,全能清理助手,20007,魅族-星火,信息流,3406,32.00%,7.99%
2021-01-08,降温精灵,700003,华为-降温精灵,厂商商店免费,75,53.33%,0.00%
2021-01-08,降温精灵,700490,优优互联,信息流,2,None,None
2021-01-08,降温精灵,700648,小米-微创,信息流,1,None,None
2021-01-08,降温精灵,700245,今日头条-优联达,信息流,1,None,None
2021-01-08,降温精灵,700611,内推,内推,1,None,None
2021-01-08,降温精灵,700201,广点通-辉煌明天,信息流,1,None,None
2021-01-08,降温精灵,700556,广点通-舜风,信息流,1,None,None
2021-01-08,降温精灵,700004,oppo-降温精灵,厂商商店免费,262,64.50%,0.00%
2021-01-08,降温精灵,700491,优优互联,信息流,4,25.00%,0.00%
2021-01-08,降温精灵,700273,今日头条-优联达,信息流,3,33.33%,0.00%
2021-01-08,降温精灵,700618,小米-微创,信息流,1,None,None
2021-01-08,降温精灵,700207,广点通-辉煌明天,信息流,1,100.00%,0.00%
2021-01-08,降温精灵,700561,广点通-舜风,信息流,1,None,None
2021-01-08,降温精灵,700005,vivo-降温精灵,厂商商店免费,72,43.06%,0.00%
2021-01-08,降温精灵,700492,趣头条-优优互联,信息流,1,None,None
2021-01-08,降温精灵,all,None,None,799,55.19%,0.00%
2021-01-08,降温精灵,700342,广点通—贝壳,信息流,1,100.00%,0.00%
2021-01-08,降温精灵,700619,小米-微创,信息流,9,22.22%,0.00%
2021-01-08,降温精灵,700225,广点通—贝壳,信息流,1,None,None
2021-01-08,降温精灵,700567,橙芯科技,联盟,3,33.33%,0.00%
2021-01-08,降温精灵,700008,魅族-降温精灵,厂商商店免费,207,52.17%,0.00%
2021-01-08,降温精灵,700493,今日头条-舜风,信息流,1,None,None
2021-01-08,降温精灵,700000,应用宝-降温精灵,三方市场,47,51.06%,0.00%
2021-01-08,降温精灵,700482,广点通—贝壳,信息流,1,100.00%,0.00%
2021-01-08,降温精灵,700628,快手-天拓,信息流,1,100.00%,0.00%
2021-01-08,降温精灵,700241,今日头条-优联达,信息流,1,100.00%,0.00%
2021-01-08,降温精灵,700568,橙芯科技,联盟,1,100.00%,0.00%
2021-01-08,降温精灵,700080,广点通-西藏亦复,信息流,1,None,None
2021-01-08,降温精灵,700499,今日头条-舜风,信息流,6,66.67%,0.00%
2021-01-08,降温精灵,700002,小米-降温精灵,厂商商店免费,64,62.50%,0.00%
2021-01-08,降温精灵,700489,优优互联,信息流,10,50.00%,0.00%
2021-01-08,降温精灵,700633,小米-微创,信息流,1,None,None
2021-01-08,降温精灵,700244,今日头条-优联达,信息流,4,75.00%,0.00%
2021-01-08,降温精灵,700591,今日头条-舜风,信息流,1,None,None
2021-01-08,降温精灵,700111,快手-核桃林,信息流,1,100.00%,0.00%
2021-01-08,降温精灵,700534,魅族-星火,信息流,11,45.45%,0.00%
2021-01-08,降温神器,50000045,今日头条-天拓,信息流,1,None,None
2021-01-08,降温神器,50000015,广点通-优联达,信息流,6,16.67%,0.00%
2021-01-08,降温神器,50000003,oppo,厂商商店,223,65.47%,0.00%
2021-01-08,降温神器,50000112,魅族-星火,信息流,2,None,None
2021-01-08,降温神器,50000067,cm内推马甲包,内推,55,52.73%,0.00%
2021-01-08,降温神器,50000018,今日头条-天拓,信息流,1,None,None
2021-01-08,降温神器,50000005,魅族商店,厂商商店,50,50.00%,0.00%
2021-01-08,降温神器,50000074,内推测试,内推,5,60.00%,0.00%
2021-01-08,降温神器,50000022,广点通-优联达,信息流,1,100.00%,0.00%
2021-01-08,降温神器,50000007,头条-傲屹,信息流,6,50.00%,0.00%
2021-01-08,降温神器,all,None,None,423,55.56%,0.00%
2021-01-08,降温神器,50000075,内推测试,内推,21,28.57%,0.00%
2021-01-08,降温神器,50000026,今日头条-辉煌明天,信息流,1,None,None
2021-01-08,降温神器,50000008,头条-傲屹,信息流,3,33.33%,0.00%
2021-01-08,降温神器,50000000,腾讯应用宝,厂商商店,9,55.56%,0.00%
2021-01-08,降温神器,50000089,今日头条-鲲鹏,信息流,3,33.33%,0.00%
2021-01-08,降温神器,50000038,魅族-优优互联,信息流,2,None,None
2021-01-08,降温神器,50000013,今日头条-鲲鹏,信息流,2,50.00%,0.00%
2021-01-08,降温神器,50000002,小米商店,厂商商店,31,38.71%,0.00%
2021-01-08,降温神器,50000095,魅族-优优互联,信息流,1,100.00%,0.00%
2021-01-08,超强降温神器,11000013,魅族-星火,信息流,1883,25.92%,0.00%
2021-01-08,超强降温神器,all,None,None,14391,44.90%,0.00%
2021-01-08,超强降温神器,11000015,今日头条-鲲鹏,信息流,169,45.56%,0.00%
2021-01-08,超强降温神器,11000002,oppo,厂商商店,10602,50.87%,0.00%
2021-01-08,超强降温神器,11000016,今日头条-鲲鹏,信息流,127,39.37%,0.00%
2021-01-08,超强降温神器,11000005,魅族商店,厂商商店,804,35.57%,0.00%
2021-01-08,超强降温神器,11000033,今日头条-鲲鹏,信息流,16,75.00%,0.00%
2021-01-08,超强降温神器,11000008,今日头条-哇棒,信息流,535,22.06%,0.00%
2021-01-08,超强降温神器,11000039,今日头条-总包,信息流,143,9.79%,0.00%
2021-01-08,超强降温神器,11000011,今日头条-维度,信息流,102,16.67%,0.00%
2021-01-08,超强降温大师,all,None,None,98,38.78%,0.00%
2021-01-08,超强降温大师,10000009,oppo,厂商商店,58,41.38%,0.00%
2021-01-08,超强降温大师,10000012,魅族商店,厂商商店,26,38.46%,0.00%
2021-01-08,超强降温大师,10000026,魅族-星火,信息流,6,None,None
2021-01-08,每天清理极速版,13000000,华为,厂商商店,505,25.74%,0.00%
2021-01-08,每天清理极速版,13000001,小米商店,厂商商店,248,36.29%,0.00%
2021-01-08,每天清理极速版,13000005,魅族商店,厂商商店,250,35.20%,0.00%
2021-01-08,每天清理极速版,13000014,今日头条-鲲鹏,信息流,8,None,None
2021-01-08,每天清理极速版,13000015,今日头条-鲲鹏,信息流,4637,37.29%,0.00%
2021-01-08,每天清理极速版,all,None,None,7251,35.71%,0.00%
2021-01-08,每天清理极速版,13000019,魅族-星火,信息流,1603,34.12%,0.00%
2021-01-08,每天清理,all,None,None,114,45.61%,0.00%
2021-01-08,每天清理,60000037,今日头条-鲲鹏,信息流,1,None,None
2021-01-08,每天清理,60000027,内推测试,内推,26,50.00%,0.00%
2021-01-08,每天清理,60000000,腾讯应用宝,厂商商店,1,100.00%,0.00%
2021-01-08,每天清理,60000041,广点通-优联达,信息流,1,None,None
2021-01-08,每天清理,60000028,内推测试,内推,36,38.89%,0.00%
2021-01-08,每天清理,60000002,oppo,厂商商店,39,51.28%,0.00%
2021-01-08,每天清理,60000079,魅族商店,厂商商店,4,50.00%,0.00%
2021-01-08,每天清理,60000031,今日头条-辉煌明天,信息流,1,100.00%,0.00%
2021-01-08,每天清理,60000011,今日头条-优联达,信息流,1,None,None
2021-01-08,每天清理,60000034,今日头条-鲲鹏,信息流,1,None,None
2021-01-08,每天清理,60000016,头条-傲屹,信息流,1,None,None
2021-01-08,每天清理,60000036,今日头条-鲲鹏,信息流,1,100.00%,0.00%
2021-01-08,每天清理,60000018,头条-傲屹,信息流,1,None,None
2021-01-08,极速降温大师,80006,头条-傲屹,信息流,2,100.00%,0.00%
2021-01-08,极速降温大师,80007,头条-傲屹,信息流,2,50.00%,0.00%
2021-01-08,极速降温大师,80009,头条-傲屹,信息流,1,None,None
2021-01-08,极速降温大师,all,None,None,44,45.45%,0.00%
2021-01-08,极速降温大师,80045,今日头条-鲲鹏,信息流,2,None,None
2021-01-08,极速降温大师,80000,oppo,厂商商店,3,33.33%,0.00%
2021-01-08,极速降温大师,80002,华为,厂商商店,34,47.06%,0.00%
2021-01-08,暖阳天气,99999,None,None,1,100.00%,0.00%
2021-01-08,暖阳天气,all,None,None,18,44.44%,0.00%
2021-01-08,暖阳天气,13000000,None,None,1,100.00%,0.00%
2021-01-08,暖阳天气,14000002,oppo,厂商商店,14,35.71%,0.00%
2021-01-08,暖阳天气,14000004,魅族商店,厂商商店,1,None,None
2021-01-08,暖阳天气,14000010,今日头条-鲲鹏,信息流,1,100.00%,0.00%
2021-01-08,手机加速精灵,12000016,今日头条-辉煌明天,信息流,6,None,None
2021-01-08,手机加速精灵,12000021,今日头条-鲲鹏,信息流,7,None,None
2021-01-08,手机加速精灵,all,None,None,3749,32.86%,0.00%
2021-01-08,手机加速精灵,12000002,oppo,厂商商店,28,39.29%,0.00%
2021-01-08,手机加速精灵,12000005,魅族商店,厂商商店,380,36.32%,0.00%
2021-01-08,手机加速精灵,12000007,魅族-星火,信息流,3324,32.46%,0.00%
2021-01-08,急速安全大师,90016,魅族商店,厂商商店,210,33.81%,0.00%
2021-01-08,急速安全大师,90027,魅族-星火,信息流,1703,30.42%,0.00%
2021-01-08,急速安全大师,90033,今日头条-鲲鹏,信息流,1333,30.53%,0.00%
2021-01-08,急速安全大师,all,None,None,3248,30.67%,0.00%
2021-01-08,垃圾清理大师,300184,今日头条-辉煌明天,信息流,1,100.00%,0.00%
2021-01-08,垃圾清理大师,300001,小米-垃圾清理,厂商商店免费,9,22.22%,0.00%
2021-01-08,垃圾清理大师,300480,内推测试,内推,53,43.40%,0.00%
2021-01-08,垃圾清理大师,300373,橙芯科技,运营商,5,20.00%,0.00%
2021-01-08,垃圾清理大师,300206,广点通—贝壳,信息流,1,0.00%,0.00%
2021-01-08,垃圾清理大师,300002,oppo-垃圾清理,厂商商店免费,53,60.38%,0.00%
2021-01-08,垃圾清理大师,all,,None,306,45.42%,0.00%
2021-01-08,垃圾清理大师,300452,优优互联,信息流,2,50.00%,0.00%
2021-01-08,垃圾清理大师,300210,广点通—贝壳,信息流,1,None,None
2021-01-08,垃圾清理大师,300004,魅族-垃圾清理,厂商商店免费,9,33.33%,0.00%
2021-01-08,垃圾清理大师,300463,今日头条-舜风,信息流,1,None,None
2021-01-08,垃圾清理大师,300217,广点通—贝壳,信息流,1,None,None
2021-01-08,垃圾清理大师,300007,今日头条-辉煌明天,信息流,1,100.00%,0.00%
2021-01-08,垃圾清理大师,300466,魅族-星火,信息流,10,40.00%,0.00%
2021-01-08,垃圾清理大师,300218,广点通—贝壳,信息流,2,None,None
2021-01-08,垃圾清理大师,300077,应用宝-垃圾清理,三方市场,62,43.55%,0.00%
2021-01-08,垃圾清理大师,300000,华为-垃圾清理,厂商商店免费,90,47.78%,0.00%
2021-01-08,垃圾清理大师,300468,魅族-星火,信息流,4,25.00%,0.00%
2021-01-08,垃圾清理大师,300365,广点通—贝壳,信息流,1,None,None
2021-01-08,加速大师,all,None,None,5,40.00%,0.00%
2021-01-08,加速大师,40002,魅族商店,厂商商店,3,33.33%,0.00%
2021-01-08,加速大师,40019,今日头条-天拓,信息流,1,100.00%,0.00%
2021-01-08,加速大师,40028,今日头条-优联达,信息流,1,None,None
2021-01-08,全能清理助手,20005,魅族商店,厂商商店,834,42.09%,0.00%
2021-01-08,全能清理助手,20007,魅族-星火,信息流,2778,31.82%,0.00%
2021-01-08,全能清理助手,20009,今日头条-哇棒,信息流,556,10.79%,0.00%
2021-01-08,全能清理助手,20020,今日头条-鲲鹏,信息流,1600,36.56%,0.00%
2021-01-08,全能清理助手,all,None,None,10772,43.48%,0.00%
2021-01-08,全能清理助手,20038,今日头条-总包,信息流,919,46.46%,0.00%
2021-01-08,全能清理助手,20002,oppo,厂商商店,4075,58.23%,0.00%
2021-01-09,降温精灵,700238,今日头条-辉煌明天,信息流,2,50.00%,0.00%
2021-01-09,降温精灵,700600,今日头条-优联达,信息流,1,None,None
2021-01-09,降温精灵,700105,快手-核桃林,信息流,1,None,None
2021-01-09,降温精灵,700499,今日头条-舜风,信息流,2,50.00%,0.00%
2021-01-09,降温精灵,700005,vivo-降温精灵,厂商商店免费,83,42.17%,0.00%
2021-01-09,降温精灵,700479,广点通—贝壳,信息流,1,100.00%,0.00%
2021-01-09,降温精灵,700244,今日头条-优联达,信息流,5,40.00%,0.00%
2021-01-09,降温精灵,700618,小米-微创,信息流,1,100.00%,0.00%
2021-01-09,降温精灵,all,None,None,912,48.79%,0.00%
2021-01-09,降温精灵,700157,今日头条-云锐,信息流,1,None,None
2021-01-09,降温精灵,700534,魅族-星火,信息流,10,20.00%,0.00%
2021-01-09,降温精灵,700006,百度-降温精灵,三方市场,1,None,None
2021-01-09,降温精灵,700482,广点通—贝壳,信息流,2,None,None
2021-01-09,降温精灵,700245,今日头条-优联达,信息流,1,100.00%,0.00%
2021-01-09,降温精灵,700619,小米-微创,信息流,6,50.00%,0.00%
2021-01-09,降温精灵,700000,应用宝-降温精灵,三方市场,58,32.76%,0.00%
2021-01-09,降温精灵,700203,广点通-辉煌明天,信息流,1,None,None
2021-01-09,降温精灵,700567,橙芯科技,联盟,6,50.00%,0.00%
2021-01-09,降温精灵,700008,魅族-降温精灵,厂商商店免费,242,44.21%,0.00%
2021-01-09,降温精灵,700489,优优互联,信息流,5,40.00%,0.00%
2021-01-09,降温精灵,700273,今日头条-优联达,信息流,7,28.57%,0.00%
2021-01-09,降温精灵,700623,橙芯科技,联盟,1,100.00%,0.00%
2021-01-09,降温精灵,700002,小米-降温精灵,厂商商店免费,71,59.15%,0.00%
2021-01-09,降温精灵,700225,广点通—贝壳,信息流,1,None,None
2021-01-09,降温精灵,700568,橙芯科技,联盟,2,50.00%,0.00%
2021-01-09,降温精灵,700039,今日头条-辉煌明天,信息流,1,None,None
2021-01-09,降温精灵,700491,优优互联,信息流,4,25.00%,0.00%
2021-01-09,降温精灵,700341,广点通—贝壳,信息流,1,None,None
2021-01-09,降温精灵,700628,快手-天拓,信息流,1,None,None
2021-01-09,降温精灵,700003,华为-降温精灵,厂商商店免费,71,50.70%,0.00%
2021-01-09,降温精灵,700227,广点通—贝壳,信息流,1,100.00%,0.00%
2021-01-09,降温精灵,700591,今日头条-舜风,信息流,2,50.00%,0.00%
2021-01-09,降温精灵,700080,广点通-西藏亦复,信息流,2,50.00%,0.00%
2021-01-09,降温精灵,700493,今日头条-舜风,信息流,1,None,None
2021-01-09,降温精灵,700004,oppo-降温精灵,厂商商店免费,314,57.64%,0.00%
2021-01-09,降温精灵,700342,广点通—贝壳,信息流,1,None,None
2021-01-09,降温精灵,700633,小米-微创,信息流,2,None,None
2021-01-09,降温神器,50000014,今日头条-鲲鹏,信息流,3,None,None
2021-01-09,降温神器,50000005,魅族商店,厂商商店,41,68.29%,0.00%
2021-01-09,降温神器,50000089,今日头条-鲲鹏,信息流,1,100.00%,0.00%
2021-01-09,降温神器,50000015,广点通-优联达,信息流,7,14.29%,0.00%
2021-01-09,降温神器,50000007,头条-傲屹,信息流,12,25.00%,0.00%
2021-01-09,降温神器,50000091,今日头条-鲲鹏,信息流,1,None,None
2021-01-09,降温神器,all,None,None,472,54.24%,0.00%
2021-01-09,降温神器,50000018,今日头条-天拓,信息流,3,33.33%,0.00%
2021-01-09,降温神器,50000008,头条-傲屹,信息流,3,66.67%,0.00%
2021-01-09,降温神器,50000095,魅族-优优互联,信息流,1,100.00%,0.00%
2021-01-09,降温神器,50000000,腾讯应用宝,厂商商店,13,53.85%,0.00%
2021-01-09,降温神器,50000067,cm内推马甲包,内推,41,43.90%,0.00%
2021-01-09,降温神器,50000009,头条-傲屹,信息流,1,None,None
2021-01-09,降温神器,50000002,小米商店,厂商商店,26,42.31%,0.00%
2021-01-09,降温神器,50000074,内推测试,内推,4,50.00%,0.00%
2021-01-09,降温神器,50000013,今日头条-鲲鹏,信息流,2,50.00%,0.00%
2021-01-09,降温神器,50000003,oppo,厂商商店,291,58.08%,0.00%
2021-01-09,降温神器,50000075,内推测试,内推,22,50.00%,0.00%
2021-01-09,超强降温神器,11000013,魅族-星火,信息流,1980,25.10%,0.00%
2021-01-09,超强降温神器,all,None,None,12186,43.65%,0.00%
2021-01-09,超强降温神器,11000015,今日头条-鲲鹏,信息流,235,36.60%,0.00%
2021-01-09,超强降温神器,11000002,oppo,厂商商店,8251,51.28%,0.00%
2021-01-09,超强降温神器,11000016,今日头条-鲲鹏,信息流,223,39.01%,0.00%
2021-01-09,超强降温神器,11000005,魅族商店,厂商商店,700,37.86%,0.00%
2021-01-09,超强降温神器,11000033,今日头条-鲲鹏,信息流,11,63.64%,0.00%
2021-01-09,超强降温神器,11000008,今日头条-哇棒,信息流,343,24.20%,0.00%
2021-01-09,超强降温神器,11000039,今日头条-总包,信息流,293,8.53%,0.00%
2021-01-09,超强降温神器,11000011,今日头条-维度,信息流,139,23.02%,0.00%
2021-01-09,超强降温大师,10000009,oppo,厂商商店,39,51.28%,0.00%
2021-01-09,超强降温大师,10000012,魅族商店,厂商商店,47,36.17%,0.00%
2021-01-09,超强降温大师,10000026,魅族-星火,信息流,6,None,None
2021-01-09,超强降温大师,all,None,None,99,42.42%,0.00%
2021-01-09,每天清理极速版,13000015,今日头条-鲲鹏,信息流,5852,35.10%,0.00%
2021-01-09,每天清理极速版,all,None,None,8857,33.66%,0.00%
2021-01-09,每天清理极速版,13000019,魅族-星火,信息流,1744,30.73%,0.00%
2021-01-09,每天清理极速版,13000000,华为,厂商商店,732,26.50%,0.00%
2021-01-09,每天清理极速版,13000001,小米商店,厂商商店,234,39.32%,0.00%
2021-01-09,每天清理极速版,13000005,魅族商店,厂商商店,287,36.24%,0.00%
2021-01-09,每天清理极速版,13000014,今日头条-鲲鹏,信息流,7,None,None
2021-01-09,每天清理,60000002,oppo,厂商商店,39,46.15%,0.00%
2021-01-09,每天清理,60000043,广点通-优联达,信息流,1,None,None
2021-01-09,每天清理,60000021,头条-傲屹,信息流,2,100.00%,0.00%
2021-01-09,每天清理,60000044,今日头条-为盟,信息流,1,None,None
2021-01-09,每天清理,60000027,内推测试,内推,44,56.82%,0.00%
2021-01-09,每天清理,60000079,魅族商店,厂商商店,3,33.33%,0.00%
2021-01-09,每天清理,60000028,内推测试,内推,49,53.06%,0.00%
2021-01-09,每天清理,all,None,None,144,52.78%,0.00%
2021-01-09,每天清理,60000034,今日头条-鲲鹏,信息流,1,None,None
2021-01-09,每天清理,60000000,腾讯应用宝,厂商商店,1,100.00%,0.00%
2021-01-09,每天清理,60000035,今日头条-鲲鹏,信息流,3,100.00%,0.00%
2021-01-09,极速降温大师,80045,今日头条-鲲鹏,信息流,1,None,None
2021-01-09,极速降温大师,80002,华为,厂商商店,38,57.89%,0.00%
2021-01-09,极速降温大师,80009,头条-傲屹,信息流,2,None,None
2021-01-09,极速降温大师,80035,今日头条-辉煌明天,信息流,1,None,None
2021-01-09,极速降温大师,80039,今日头条-辉煌明天,信息流,1,100.00%,0.00%
2021-01-09,极速降温大师,all,None,None,47,51.06%,0.00%
2021-01-09,极速降温大师,80044,今日头条-鲲鹏,信息流,1,None,None
2021-01-09,极速降温大师,80000,oppo,厂商商店,3,33.33%,0.00%
2021-01-09,暖阳天气,14000004,魅族商店,厂商商店,2,50.00%,0.00%
2021-01-09,暖阳天气,14000010,今日头条-鲲鹏,信息流,1,100.00%,0.00%
2021-01-09,暖阳天气,all,None,None,16,43.75%,0.00%
2021-01-09,暖阳天气,14000001,小米商店,厂商商店,1,None,None
2021-01-09,暖阳天气,14000002,oppo,厂商商店,11,45.45%,0.00%
2021-01-09,暖阳天气,14000003,vivo商店,厂商商店,1,None,None
2021-01-09,手机加速精灵,12000021,今日头条-鲲鹏,信息流,6,None,None
2021-01-09,手机加速精灵,all,None,None,3883,30.41%,0.00%
2021-01-09,手机加速精灵,12000002,oppo,厂商商店,27,29.63%,0.00%
2021-01-09,手机加速精灵,12000005,魅族商店,厂商商店,415,33.73%,0.00%
2021-01-09,手机加速精灵,12000007,魅族-星火,信息流,3429,29.95%,0.00%
2021-01-09,急速安全大师,90033,今日头条-鲲鹏,信息流,1264,31.49%,0.00%
2021-01-09,急速安全大师,all,None,None,3471,31.66%,0.00%
2021-01-09,急速安全大师,90016,魅族商店,厂商商店,263,37.26%,0.00%
2021-01-09,急速安全大师,90027,魅族-星火,信息流,1940,31.03%,0.00%
2021-01-09,垃圾清理大师,300004,魅族-垃圾清理,厂商商店免费,11,27.27%,0.00%
2021-01-09,垃圾清理大师,all,,None,410,44.63%,0.00%
2021-01-09,垃圾清理大师,300436,广点通—贝壳,信息流,1,None,None
2021-01-09,垃圾清理大师,300077,应用宝-垃圾清理,三方市场,84,41.67%,0.00%
2021-01-09,垃圾清理大师,300452,优优互联,信息流,1,100.00%,0.00%
2021-01-09,垃圾清理大师,300198,今日头条-优联达,信息流,1,None,None
2021-01-09,垃圾清理大师,300000,华为-垃圾清理,厂商商店免费,113,41.59%,0.00%
2021-01-09,垃圾清理大师,300466,魅族-星火,信息流,6,16.67%,0.00%
2021-01-09,垃圾清理大师,300202,广点通—贝壳,信息流,2,None,None
2021-01-09,垃圾清理大师,300001,小米-垃圾清理,厂商商店免费,13,53.85%,0.00%
2021-01-09,垃圾清理大师,300468,魅族-星火,信息流,1,None,None
2021-01-09,垃圾清理大师,300363,广点通—贝壳,信息流,1,None,None
2021-01-09,垃圾清理大师,300002,oppo-垃圾清理,厂商商店免费,100,57.00%,0.00%
2021-01-09,垃圾清理大师,300480,内推测试,内推,71,40.85%,0.00%
2021-01-09,垃圾清理大师,300373,橙芯科技,运营商,5,60.00%,0.00%
2021-01-09,加速大师,40000,小米商店,厂商商店,1,None,None
2021-01-09,加速大师,40002,魅族商店,厂商商店,1,None,None
2021-01-09,加速大师,40019,今日头条-天拓,信息流,2,50.00%,0.00%
2021-01-09,加速大师,40027,今日头条-优联达,信息流,1,None,None
2021-01-09,加速大师,all,None,None,5,20.00%,0.00%
2021-01-09,全能清理助手,20038,今日头条-总包,信息流,787,38.12%,0.00%
2021-01-09,全能清理助手,20002,oppo,厂商商店,4303,53.01%,0.00%
2021-01-09,全能清理助手,20005,魅族商店,厂商商店,755,41.46%,0.00%
2021-01-09,全能清理助手,20007,魅族-星火,信息流,3440,32.97%,0.00%
2021-01-09,全能清理助手,20009,今日头条-哇棒,信息流,290,8.97%,0.00%
2021-01-09,全能清理助手,20020,今日头条-鲲鹏,信息流,1297,35.85%,0.00%
2021-01-09,全能清理助手,all,None,None,10879,41.55%,0.00%
2021-01-10,降温精灵,700192,今日头条-辉煌明天,信息流,2,50.00%,0.00%
2021-01-10,降温精灵,700568,橙芯科技,联盟,2,50.00%,0.00%
2021-01-10,降温精灵,700004,oppo-降温精灵,厂商商店免费,319,61.76%,0.00%
2021-01-10,降温精灵,700491,优优互联,信息流,3,None,None
2021-01-10,降温精灵,700623,橙芯科技,联盟,1,None,None
2021-01-10,降温精灵,all,None,None,922,52.28%,0.00%
2021-01-10,降温精灵,700342,广点通—贝壳,信息流,2,None,None
2021-01-10,降温精灵,700202,广点通-辉煌明天,信息流,1,None,None
2021-01-10,降温精灵,700591,今日头条-舜风,信息流,1,100.00%,0.00%
2021-01-10,降温精灵,700005,vivo-降温精灵,厂商商店免费,84,53.57%,0.00%
2021-01-10,降温精灵,700493,今日头条-舜风,信息流,1,100.00%,0.00%
2021-01-10,降温精灵,700633,小米-微创,信息流,1,None,None
2021-01-10,降温精灵,100000,None,None,1,100.00%,0.00%
2021-01-10,降温精灵,700479,广点通—贝壳,信息流,1,None,None
2021-01-10,降温精灵,700601,今日头条-优联达,信息流,2,None,None
2021-01-10,降温精灵,700206,广点通-辉煌明天,信息流,1,None,None
2021-01-10,降温精灵,700008,魅族-降温精灵,厂商商店免费,229,44.98%,0.00%
2021-01-10,降温精灵,700499,今日头条-舜风,信息流,4,75.00%,0.00%
2021-01-10,降温精灵,700000,应用宝-降温精灵,三方市场,60,43.33%,0.00%
2021-01-10,降温精灵,700482,广点通—贝壳,信息流,1,None,None
2021-01-10,降温精灵,700611,内推,内推,1,100.00%,0.00%
2021-01-10,降温精灵,700207,广点通-辉煌明天,信息流,1,100.00%,0.00%
2021-01-10,降温精灵,700039,今日头条-辉煌明天,信息流,1,None,None
2021-01-10,降温精灵,700534,魅族-星火,信息流,9,22.22%,0.00%
2021-01-10,降温精灵,700002,小米-降温精灵,厂商商店免费,69,57.97%,0.00%
2021-01-10,降温精灵,700489,优优互联,信息流,9,33.33%,0.00%
2021-01-10,降温精灵,700618,小米-微创,信息流,1,None,None
2021-01-10,降温精灵,700244,今日头条-优联达,信息流,5,80.00%,0.00%
2021-01-10,降温精灵,700043,今日头条-云锐,信息流,2,None,None
2021-01-10,降温精灵,700567,橙芯科技,联盟,9,33.33%,0.00%
2021-01-10,降温精灵,700003,华为-降温精灵,厂商商店免费,84,55.95%,0.00%
2021-01-10,降温精灵,700490,优优互联,信息流,3,33.33%,0.00%
2021-01-10,降温精灵,700619,小米-微创,信息流,6,16.67%,0.00%
2021-01-10,降温精灵,700273,今日头条-优联达,信息流,6,None,None
2021-01-10,降温神器,50000013,今日头条-鲲鹏,信息流,2,50.00%,0.00%
2021-01-10,降温神器,50000002,小米商店,厂商商店,25,40.00%,0.00%
