数据生成时间：2021-01-11 10:35
数据生成条件：
1. 时间范围：20210108至20210110
2. 时间单位：分日
3. 推广设备：计算机，移动设备

日期,账户,推广计划,推广计划ID,展现,点击,消费,点击率,平均点击价格,网页转化,商桥转化
"2021-01-08","baidu-4重庆天极B20KA03223","公司软件-电脑壁纸3",130082123,103065,2307,619.39,2.24%,0.27,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","公司软件-动态壁纸1",129556498,27554,1786,616.94,6.48%,0.35,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","公司软件-壁纸软件7",130507727,18127,1288,594.20,7.11%,0.46,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","公司软件-壁纸软件7",130507727,16271,1263,589.44,7.76%,0.47,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","公司软件-高清壁纸5",130082124,73198,2596,584.11,3.55%,0.23,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","公司软件-壁纸软件7",130507727,19094,1195,569.33,6.26%,0.48,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","公司软件-动态壁纸1",129556498,29044,1578,544.41,5.43%,0.34,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","公司软件-电脑壁纸3",130082123,80123,1900,491.66,2.37%,0.26,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","公司软件-电脑桌面9",130507726,49003,1535,441.47,3.13%,0.29,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","公司软件-电脑桌面9",130507726,51325,1534,439.96,2.99%,0.29,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-二次元动漫",131764540,32076,1321,337.03,4.12%,0.26,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-4K",131902866,19794,1346,328.68,6.80%,0.24,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-4K",131902866,19212,1343,326.62,6.99%,0.24,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-二次元动漫",131764540,30863,1235,322.31,4.00%,0.26,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-4K",131902866,18559,1320,316.89,7.11%,0.24,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-二次元动漫",131764540,33967,1171,288.75,3.45%,0.25,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","公司软件-壁纸-动漫",131435943,39040,943,239.00,2.42%,0.25,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","公司软件-壁纸-动漫",131435943,37166,878,216.69,2.36%,0.25,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","公司软件-壁纸-动漫",131435943,40844,889,214.13,2.18%,0.24,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-win壁纸",132100719,60597,843,199.08,1.39%,0.24,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-win壁纸",132100719,39682,758,185.24,1.91%,0.24,1,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-win壁纸",132100719,44440,734,181.56,1.65%,0.25,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","公司软件-壁纸-美女",131584460,11696,785,178.73,6.71%,0.23,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","公司软件-壁纸-明星",131585678,33444,1045,173.62,3.12%,0.17,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","公司软件-壁纸-美女",131584460,12337,779,169.02,6.31%,0.22,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","公司软件-壁纸-美女",131584460,11215,708,163.34,6.31%,0.23,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","公司软件-壁纸-明星",131585678,26597,927,158.29,3.49%,0.17,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-桌面整理",133922163,18546,651,150.62,3.51%,0.23,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","公司软件-壁纸-明星",131585678,23064,876,148.18,3.80%,0.17,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-ins风",133003619,9003,744,146.64,8.26%,0.20,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-桌面整理",133922163,16568,596,137.79,3.60%,0.23,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-桌面整理",133922163,13658,584,137.51,4.28%,0.24,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-ins风",133003619,8022,739,134.73,9.21%,0.18,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-ins风",133003619,7857,737,131.51,9.38%,0.18,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-海贼王",131764531,8706,599,126.73,6.88%,0.21,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-海贼王",131764531,8260,589,123.94,7.13%,0.21,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-海贼王",131764531,8999,611,123.39,6.79%,0.20,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","公司软件-壁纸-英雄联盟",131435944,7053,495,112.14,7.02%,0.23,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-火影",131764529,7729,482,110.63,6.24%,0.23,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","公司软件-壁纸-英雄联盟",131435944,7059,462,103.09,6.54%,0.22,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-火影",131764529,7481,457,100.19,6.11%,0.22,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","公司软件-壁纸-英雄联盟",131435944,7315,456,99.93,6.23%,0.22,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-绿色护眼",132056514,8097,555,93.37,6.85%,0.17,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","公司软件-壁纸-可爱",131435942,8847,493,92.42,5.57%,0.19,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-火影",131764529,8010,416,88.36,5.19%,0.21,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-鼠标",136872189,2882,465,85.93,16.13%,0.18,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","公司软件-壁纸-可爱",131435942,6699,442,85.44,6.60%,0.19,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-鼠标",136872189,3220,463,84.31,14.38%,0.18,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-鼠标",136872189,3390,439,81.64,12.95%,0.19,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-时钟",137638381,8875,363,78.18,4.09%,0.22,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","公司软件-壁纸-可爱",131435942,5654,398,76.20,7.04%,0.19,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-简约",132058468,3826,368,72.12,9.62%,0.20,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-简约",132058468,4679,369,70.41,7.89%,0.19,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","公司软件-动态桌面8",130507724,4676,238,68.02,5.09%,0.29,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-简约",132058468,3195,357,67.65,11.17%,0.19,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-小清新",131903587,4260,366,66.69,8.59%,0.18,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-锁屏壁纸",134442899,10705,315,64.39,2.94%,0.20,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-鬼刀",131924180,3790,299,64.22,7.89%,0.21,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-鬼灭之刃",131953639,4206,336,63.75,7.99%,0.19,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-锁屏壁纸",134442899,8879,296,62.77,3.33%,0.21,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-绿色护眼",132056514,5441,362,62.45,6.65%,0.17,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-星空",131824976,4175,345,61.25,8.26%,0.18,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-时钟",137638381,6623,288,61.08,4.35%,0.21,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-鬼刀",131924180,4255,267,60.77,6.27%,0.23,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-KDA壁纸",135289321,1841,295,60.66,16.02%,0.21,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","公司软件-动态桌面8",130507724,3829,202,60.23,5.28%,0.30,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-锁屏壁纸",134442899,8321,269,57.70,3.23%,0.21,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-鬼灭之刃",131953639,3817,288,57.33,7.55%,0.20,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-小清新",131903587,3001,311,57.27,10.36%,0.18,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-鬼刀",131924180,3677,237,55.94,6.45%,0.24,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","公司软件-动态桌面8",130507724,4285,184,55.55,4.29%,0.30,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-星空",131824976,4077,309,55.35,7.58%,0.18,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-王者",131829999,4319,221,54.92,5.12%,0.25,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-星空",131824976,4542,306,53.23,6.74%,0.17,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-奥特曼",131764538,2618,242,51.94,9.24%,0.21,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-绿色护眼",132056514,5047,300,51.80,5.94%,0.17,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-王者",131829999,4931,214,49.70,4.34%,0.23,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-王者",131829999,3781,211,48.70,5.58%,0.23,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-鬼灭之刃",131953639,3334,245,48.68,7.35%,0.20,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-小清新",131903587,2728,262,48.01,9.60%,0.18,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-鬼灭之刃IP",136600199,18246,214,47.31,1.17%,0.22,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-屏保",137317144,7786,230,47.09,2.95%,0.20,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-鬼灭之刃IP",136600199,16804,210,45.97,1.25%,0.22,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-鬼灭之刃IP",136600199,16499,211,45.71,1.28%,0.22,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-奥特曼",131764538,2208,215,45.57,9.74%,0.21,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-奥特曼",131764538,2115,218,45.18,10.31%,0.21,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-时钟",137638381,6237,218,44.15,3.50%,0.20,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-汽车",131764521,7013,229,43.39,3.27%,0.19,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-汽车",131764521,7941,233,43.13,2.93%,0.19,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-KDA壁纸",135289321,1476,206,42.12,13.96%,0.20,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-KDA壁纸",135289321,1645,212,39.96,12.89%,0.19,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-汽车",131764521,5558,204,37.93,3.67%,0.19,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","公司软件-壁纸-风景",131584461,7632,196,35.73,2.57%,0.18,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-壁纸少女心",131934713,3156,213,35.39,6.75%,0.17,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-蜡笔小新",131764533,1824,183,35.37,10.03%,0.19,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","公司软件-壁纸-风景",131584461,5297,190,34.28,3.59%,0.18,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","公司软件-壁纸-风景",131584461,6568,179,32.68,2.73%,0.18,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-屏保",137317144,5135,153,31.41,2.98%,0.21,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-屏保",137317144,4571,153,31.24,3.35%,0.20,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-壁纸少女心",131934713,2710,183,31.13,6.75%,0.17,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-漫威",132151695,3186,151,30.86,4.74%,0.20,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-蜡笔小新",131764533,1714,154,30.29,8.98%,0.20,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-高达壁纸",132377557,2461,127,28.70,5.16%,0.23,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-灌篮高手",134212267,1948,145,28.35,7.44%,0.20,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-漫威",132151695,3086,147,28.34,4.76%,0.19,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-蜡笔小新",131764533,1483,146,28.23,9.84%,0.19,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-哆啦a梦",131764543,2263,165,27.79,7.29%,0.17,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-壁纸少女心",131934713,2712,164,27.57,6.05%,0.17,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-篮球",131850521,3348,133,27.26,3.97%,0.20,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-斗罗大陆",132425485,2593,99,27.18,3.82%,0.27,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-黑色壁纸",132407140,3210,156,26.09,4.86%,0.17,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-赛博朋克",135289325,1609,121,25.80,7.52%,0.21,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-斗罗大陆",132425485,1814,89,25.12,4.91%,0.28,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-篮球",131850521,3132,120,24.27,3.83%,0.20,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-漫威",132151695,2682,127,24.11,4.74%,0.19,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-哆啦a梦",131764543,1790,141,24.06,7.88%,0.17,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-musedash的壁纸",139148762,499,123,23.29,24.65%,0.19,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-赛博朋克",135289325,1447,111,23.23,7.67%,0.21,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-02壁纸",132377559,835,110,23.01,13.17%,0.21,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-高达壁纸",132377557,2231,102,22.50,4.57%,0.22,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-02壁纸",132377559,795,110,22.45,13.84%,0.20,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-赛博朋克",135289325,1669,115,22.43,6.89%,0.20,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-篮球",131850521,3602,110,22.01,3.05%,0.20,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-高达壁纸",132377557,2625,100,21.96,3.81%,0.22,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-龙猫壁纸",132353119,2907,118,21.94,4.06%,0.19,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-黑色壁纸",132407140,2778,127,21.61,4.57%,0.17,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-斗罗大陆",132425485,1608,84,21.47,5.22%,0.26,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-02壁纸",132377559,691,104,21.38,15.05%,0.21,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-musedash的壁纸",139148762,433,110,20.89,25.40%,0.19,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-黑色壁纸",132407140,2779,123,20.57,4.43%,0.17,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-musedash的壁纸",139148762,499,109,20.31,21.84%,0.19,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-哆啦a梦",131764543,1641,123,20.27,7.50%,0.16,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-你的名字",131932303,1771,98,20.13,5.53%,0.21,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-你的名字",131932303,1709,104,19.71,6.09%,0.19,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-你的名字",131932303,1700,93,18.68,5.47%,0.20,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-灌篮高手",134212267,1373,89,18.29,6.48%,0.21,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-初音未来IP",136406977,2498,101,18.21,4.04%,0.18,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-初音未来IP",136406977,2258,100,18.04,4.43%,0.18,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-灌篮高手",134212267,1188,82,17.24,6.90%,0.21,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-原神壁纸",135289327,2063,89,17.05,4.31%,0.19,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-龙猫壁纸",132353119,2375,94,16.70,3.96%,0.18,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-美少女战士",134212266,2908,73,16.57,2.51%,0.23,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-美少女战士",134212266,2972,78,16.55,2.62%,0.21,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-龙猫壁纸",132353119,1925,90,16.43,4.68%,0.18,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-魔兽世界",133160386,1655,81,16.37,4.89%,0.20,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-原神壁纸",135289327,2070,85,16.24,4.11%,0.19,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-粉色壁纸",135214862,1708,90,16.06,5.27%,0.18,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-动态壁纸制作",137638380,944,69,16.00,7.31%,0.23,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-fate",131900124,1198,79,15.64,6.59%,0.20,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","公司软件-壁纸-萌宠",131585679,2462,93,15.38,3.78%,0.17,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-刺客伍六七",132144055,1377,83,15.31,6.03%,0.18,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-DNF壁纸",132425479,1055,75,15.30,7.11%,0.20,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-初音未来IP",136406977,2247,82,15.17,3.65%,0.18,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-美少女战士",134212266,2757,65,14.92,2.36%,0.23,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-粉色壁纸",135214862,1459,81,14.25,5.55%,0.18,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-柯南",131764535,857,74,14.18,8.63%,0.19,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-魔兽世界",133160386,1403,67,13.93,4.78%,0.21,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-柯南",131764535,1035,73,13.88,7.05%,0.19,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-刺客伍六七",132144055,1319,79,13.84,5.99%,0.18,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-夏目友人帐",132407137,1049,61,13.65,5.82%,0.22,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-原神壁纸",135289327,1985,68,13.60,3.43%,0.20,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-刺客伍六七",132144055,1353,75,13.53,5.54%,0.18,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-DNF壁纸",132425479,1017,67,13.50,6.59%,0.20,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-fate",131900124,1081,65,13.49,6.01%,0.21,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","公司软件-壁纸-萌宠",131585679,1840,79,13.00,4.29%,0.16,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-天官赐福壁纸",140835973,1365,66,12.95,4.84%,0.20,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-动态壁纸制作",137638380,1073,56,12.77,5.22%,0.23,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-魔兽世界",133160386,1447,64,12.72,4.42%,0.20,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","公司软件-壁纸-萌宠",131585679,1674,77,12.69,4.60%,0.16,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-假面骑士",134746341,580,62,12.55,10.69%,0.20,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-唯美",131900123,1165,63,12.40,5.41%,0.20,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-柯南",131764535,904,64,12.27,7.08%,0.19,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-DNF壁纸",132425479,1035,60,12.08,5.80%,0.20,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-进击的巨人",132367130,1029,63,12.04,6.12%,0.19,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-夏目友人帐",132407137,738,46,12.00,6.23%,0.26,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-唯美",131900123,1324,59,11.91,4.46%,0.20,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-守望先锋",131953638,834,63,11.90,7.55%,0.19,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-天官赐福壁纸",140835973,1212,58,11.88,4.79%,0.20,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-fate",131900124,1158,60,11.77,5.18%,0.20,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-皮卡丘",131764520,632,76,11.69,12.03%,0.15,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-守望先锋",131953638,735,52,11.69,7.07%,0.22,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-唯美",131900123,1055,59,11.56,5.59%,0.20,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-游戏",131824980,2682,58,11.47,2.16%,0.20,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-动态壁纸制作",137638380,964,45,11.44,4.67%,0.25,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-粉色壁纸",135214862,1231,61,11.29,4.96%,0.19,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-假面骑士",134746341,599,55,11.19,9.18%,0.20,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-天官赐福壁纸",140835973,1656,61,11.11,3.68%,0.18,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-进击的巨人",132367130,933,61,11.00,6.54%,0.18,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-夏目友人帐",132407137,796,48,10.94,6.03%,0.23,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-守望先锋",131953638,701,47,10.55,6.70%,0.22,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-七龙珠壁纸",132353118,497,53,10.41,10.66%,0.20,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-天行九歌壁纸",132425482,371,54,10.24,14.56%,0.19,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-假面骑士",134746341,594,50,10.04,8.42%,0.20,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-科幻",132153627,2023,43,9.96,2.13%,0.23,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-詹姆斯壁纸",132407144,630,38,9.77,6.03%,0.26,0,0
"2021-01-09","baidu-4重庆天极B20KA03223","壁纸-游戏",131824980,2746,51,9.75,1.86%,0.19,0,0
"2021-01-08","baidu-4重庆天极B20KA03223","壁纸-七龙珠壁纸",132353118,637,51,9.66,8.01%,0.19,0,0
"2021-01-10","baidu-4重庆天极B20KA03223","壁纸-进击的巨人",132367130,936,49,9.54,5.24%,0.19,0,0
